OG0012896.0	OG0000471.2	OG0004710.2
-1.1228054528737617	-2.0344557997682955	-0.9610020212024905
OG0000263.57	OG0004459.0	OG0007726.2
0.818932344010497	-1.7621915704543796	-1.129102691334971
OG0002913.0	OG0000034.305	OG0006256.0
-0.9751130006868205	-0.6588112275212595	-0.9714308478032291
OG0000364.1	OG0007493.0	OG0007978.0
-0.7065117976244923	-2.4795526066810747	-0.002310160687201116
OG0000175.4	OG0005621.0	OG0010764.0
-0.9548366483967755	-2.3233715117570313	-1.1775553605953832
OG0004016.0	OG0006784.2	OG0000246.0
-1.1228054528737617	-3.1379652600447674	-0.5324074912870507
OG0008507.1	OG0005426.10	OG0000198.0
-0.6588112275212595	-1.028263333263764	-0.3989691306511904
OG0010166.2	OG0003040.0	OG0000198.0
-1.247080178987195	-1.1933047464682418	-0.3989691306511904
OG0000391.20	OG0006410.0	OG0002401.1
-0.35328433892264566	-1.1022174553385833	-1.077649896309218
OG0000750.0	OG0009203.0	OG0005852.2
-0.6604064990346017	-1.0267928458865443	-2.270207978440035
OG0000214.0	OG0008625.0	OG0008321.0
-0.42953706897395905	-0.6066936396473472	-2.230397501766746
OG0000711.2	OG0012206.0	OG0006412.3
-0.05304461335688118	-2.458782551897963	-1.2615347826602237
OG0003602.0	OG0007072.0	OG0000257.0
-1.3617871145765936	-0.8001235331634196	0.0001442622910945383
OG0004856.1	OG0000263.57	OG0003358.3
-0.9847879149314968	0.818932344010497	-0.333334289405402
OG0012209.0	OG0007187.0	OG0000002.763
-1.6620035364849841	-1.5812163614882615	-0.7257085158978973
OG0000420.0	OG0006030.0	OG0000066.1
-0.49045616203966397	-1.0371178723571337	-1.097270360766624
OG0000290.0	OG0004759.3	OG0006546.0
-0.5907448533151622	-1.8421801605211374	-0.7152489904657735
OG0007731.0	OG0000001.2899	OG0005852.2
-0.7124095044760588	-0.3641991832410402	-2.270207978440035
OG0009006.0	OG0005923.1	OG0000001.2899
-1.633076351021482	-0.952042892603345	-0.3641991832410402
OG0000204.2	OG0008938.0	OG0004554.6
-0.7138285488929806	-0.6966576055126692	-0.7983661388303496
OG0000044.1	OG0004492.8	OG0005288.0
-0.6009930135276029	-1.1184136837566039	-1.1759246437484379
OG0004241.1	OG0006283.0	OG0000002.763
-1.4675334171342618	-1.1332106856846844	-0.7257085158978973
OG0003118.5	OG0006731.0	OG0000120.105
-1.2172559636048	-1.088960414355713	-0.5544851616978876
OG0011159.0	OG0000018.1	OG0004854.4
-2.1090475285429777	-0.6106534638375021	-0.4001109550407409
OG0000359.28	OG0011470.0	OG0007822.0
-0.5942254220501242	0.581206608836821	-1.205896101440252
OG0005501.1	OG0000711.2	OG0003545.0
-1.1500807813140215	-0.05304461335688118	-1.3703403000726082
OG0007539.0	OG0014609.0	OG0000002.763
-1.4941090702700428	-1.8426975336810263	-0.7257085158978973
OG0000584.0	OG0008128.0	OG0007165.4
1.6572284011610958	-0.6467896443759994	-0.2834919132312543
OG0003774.0	OG0006215.0	OG0000088.3
-0.4451656041058071	-1.3259009714622862	-0.11434754870041268
OG0000092.1	OG0004124.0	OG0007440.0
0.8123750005659496	-0.6610907271910786	-1.633076351021482
OG0000000.1528	OG0008540.0	OG0000088.3
-1.5807847399320463	-1.3342434173206015	-0.11434754870041268
OG0000785.2	OG0010624.0	OG0004504.4
-0.6060347243397574	-2.4058336719490043	-2.6366606883705206
OG0000711.2	OG0008570.0	OG0009819.0
-0.05304461335688118	-0.5916142085935863	0.36188062703843793
OG0005620.0	OG0011403.0	OG0000198.0
-1.427401324629968	-0.7938569303086269	-0.3989691306511904
OG0007189.2	OG0002854.0	OG0000147.0
-1.3327890875191293	-1.0250302371872846	-1.5803532474685666
OG0000183.0	OG0012178.2	OG0002401.1
-0.002310160687201116	-2.2412704315421372	-1.077649896309218
OG0010624.0	OG0000048.122	OG0003769.4
-2.4058336719490043	-0.7157227819448722	-1.2078942943370952
OG0000276.72	OG0003042.54	OG0006159.0
-0.8999642788381562	-1.9094175236375577	-2.5487756978733103
OG0000042.314	OG0006284.0	OG0003838.7
-0.2813863010245155	-1.3462979086065388	-2.6629169236892127
OG0000403.25	OG0006141.8	OG0005995.0
-0.4597742994044606	-1.858305638035469	-2.554697057863487
OG0000294.0	OG0010608.0	OG0007452.2
-0.5213905315954883	-2.0643139648378215	-1.7538959901160833
OG0000391.20	OG0009848.0	OG0003072.2
-0.35328433892264566	-1.02591127235414	-1.3932735249871873
OG0006799.0	OG0000176.0	OG0008067.0
-1.0914176345211863	-0.33387969740416884	-1.3562361456626577
OG0000002.763	OG0003390.22	OG0007429.0
-0.7257085158978973	-0.7861239566170575	-1.3415371388258908
OG0000403.25	OG0005929.2	OG0009819.0
-0.4597742994044606	-1.1313132346778652	0.36188062703843793
OG0000183.0	OG0005091.0	OG0004169.4
-0.002310160687201116	-0.34464817138744597	-1.2747387311749092
OG0005553.0	OG0000261.0	OG0002677.13
-1.855170479161191	-0.7946074870103151	-0.9581963123429151
OG0003037.24	OG0000606.2	OG0005062.1
-0.44772130900956375	-0.6443071024337754	-0.9925174236687941
OG0000403.25	OG0010617.4	OG0007525.0
-0.4597742994044606	-2.085588555718989	-0.6344194341666346
OG0000420.0	OG0008186.0	OG0012732.0
-0.49045616203966397	-1.6456606866214725	-1.0981966497492561
OG0000188.1	OG0003835.22	OG0000107.318
-0.09449505685038438	-0.2937125877569264	-2.3313362222997793
OG0000125.49	OG0008321.0	OG0003192.0
0.8343876146053895	-2.230397501766746	-0.5127194706162739
OG0011348.0	OG0004207.12	OG0000198.0
-2.243318260190996	-1.3219280948873626	-0.3989691306511904
OG0000359.28	OG0004758.4	OG0010537.0
-0.5942254220501242	-2.4731299136431737	-0.9779518348198268
OG0000294.0	OG0006453.1	OG0003261.23
-0.5213905315954883	-1.4532413295652276	-1.2371834740188945
OG0000302.34	OG0007805.4	OG0003774.0
-0.896200256842332	-2.1733193246821423	-0.4451656041058071
OG0000062.12	OG0005365.0	OG0007163.2
-1.5538496598709068	-0.38364230300330965	-2.0115879742752116
OG0005846.2	OG0000420.0	OG0005993.0
-1.482774707497541	-0.49045616203966397	-0.9638131971521541
OG0000042.314	OG0010611.4	OG0007822.0
-0.2813863010245155	-1.5034865191231976	-1.205896101440252
OG0011953.0	OG0000403.25	OG0002854.0
-0.832899031036925	-0.4597742994044606	-1.0250302371872846
OG0000785.2	OG0008603.0	OG0008450.4
-0.6060347243397574	-1.9833610578862109	-2.310432456049533
OG0003843.12	OG0000183.0	OG0005157.0
-0.9991346425567468	-0.002310160687201116	-0.5593666648384727
OG0007539.0	OG0000256.24	OG0005062.1
-1.4941090702700428	-0.250165425587271	-0.9925174236687941
OG0011303.0	OG0003042.54	OG0000336.0
-1.801380126780785	-1.9094175236375577	-0.4330387576855113
OG0003775.0	OG0006328.0	OG0000130.38
-0.8074270586130774	-1.3879778371919382	-0.1440103026915193
OG0004138.22	OG0000206.0	OG0004754.7
-1.298317879704717	0.24865627000440324	-0.5625591756364571
OG0000403.25	OG0007348.0	OG0008186.0
-0.4597742994044606	-0.6064739677716448	-1.6456606866214725
OG0012213.0	OG0002361.0	OG0000409.24
-1.9810810178369487	-0.693621089289037	0.10447085776291738
OG0011936.0	OG0000279.0	OG0002557.50
-1.3266244895521186	-0.7006381023484414	-1.2202780187929276
OG0004865.2	OG0000749.2	OG0006224.0
-0.2164176260596288	-0.3830777578812987	-1.5428785420499038
OG0002940.48	OG0003761.0	OG0000147.0
-1.0883467626914678	-1.3481331652347563	-1.5803532474685666
OG0005110.0	OG0000431.12	OG0013626.0
-0.4789492630990369	-0.3122226226036953	-0.8677522017015602
OG0000225.48	OG0005606.20	OG0004053.9
-0.3057883922321096	-0.7828933919166083	-0.5907448533151622
OG0006453.1	OG0000336.0	OG0006312.0
-1.4532413295652276	-0.4330387576855113	-1.3562361456626577
OG0000290.0	OG0004780.0	OG0004240.0
-0.5907448533151622	-1.2246544159259602	-2.130365444186607
OG0000261.0	OG0005079.0	OG0007962.0
-0.7946074870103151	-2.780908941753803	-1.40621599473934
OG0000264.1	OG0007146.0	OG0006008.0
-1.4799549759601824	0.7562547427239061	-2.3718330007136763
OG0006083.0	OG0000360.25	OG0000081.1
-0.9208437933823564	-2.0226834370912896	-0.890037746601182
OG0004589.2	OG0000263.57	OG0013962.0
-1.3433663454116158	0.818932344010497	-2.127210631993763
OG0000204.2	OG0004887.1	OG0004240.0
-0.7138285488929806	-0.9598790827991225	-2.130365444186607
OG0000290.0	OG0010584.0	OG0004951.0
-0.5907448533151622	-1.3543905588165042	-1.6144033039877546
OG0006099.2	OG0006018.4	OG0000336.0
-1.9290611786565626	-1.0341603169119857	-0.4330387576855113
OG0003559.24	OG0000302.34	OG0005232.0
-1.1867215954566879	-0.896200256842332	-1.5462453931483024
OG0004049.8	OG0006109.16	OG0000431.12
-0.7831416402250396	-1.2317521450971554	-0.3122226226036953
OG0013994.0	OG0007163.2	OG0000749.2
-2.665660560093073	-2.0115879742752116	-0.3830777578812987
OG0000018.1	OG0003543.0	OG0005288.0
-0.6106534638375021	-0.9186603725480612	-1.1759246437484379
OG0004759.3	OG0000120.105	OG0010624.0
-1.8421801605211374	-0.5544851616978876	-2.4058336719490043
OG0000204.2	OG0009251.1	OG0007165.4
-0.7138285488929806	-1.810460055611497	-0.2834919132312543
OG0005948.0	OG0007163.2	OG0000409.24
-1.6223764623642731	-2.0115879742752116	0.10447085776291738
OG0000403.25	OG0004007.3	OG0005199.18
-0.4597742994044606	-0.6579004351672156	-2.8614476248473513
OG0000320.0	OG0007183.2	OG0012267.0
-0.24348904385984163	-0.8809758968577254	-1.5100460986686943
OG0005701.4	OG0003847.24	OG0000147.0
-1.6748438822584089	-0.9697345571423307	-1.5803532474685666
OG0000062.12	OG0003775.0	OG0011346.0
-1.5538496598709068	-0.8074270586130774	-2.52865644038928
OG0000290.0	OG0004623.10	OG0005580.17
-0.5907448533151622	-0.7986170641359458	-1.6624601578025762
OG0000359.28	OG0008570.0	OG0007122.8
-0.5942254220501242	-0.5916142085935863	-1.7437139294149082
OG0004631.4	OG0003851.24	OG0000606.2
-1.3632709872102522	-0.9439714610772487	-0.6443071024337754
OG0000160.4	OG0006412.3	OG0006074.0
-0.030913993470059714	-1.2615347826602237	-0.7259471159217421
OG0007965.0	OG0000160.4	OG0002708.0
-1.4635491698052916	-0.030913993470059714	-0.4324545523562533
OG0004259.24	OG0003661.0	OG0000223.2
-1.0926478158286288	-1.0072315692310758	-0.3170671972827844
OG0005701.4	OG0014564.0	OG0000048.122
-1.6748438822584089	-0.949254536418601	-0.7157227819448722
OG0000062.12	OG0004833.1	OG0003511.4
-1.5538496598709068	-0.7923569873134674	-1.0655212410931172
OG0002500.1	OG0005232.0	OG0000034.305
-1.5022599113909068	-1.5462453931483024	-0.6588112275212595
OG0000059.133	OG0004231.12	OG0006887.0
-0.3735141370944932	-0.6210445388590935	-1.0603972796439562
OG0005232.0	OG0005794.2	OG0000364.1
-1.5462453931483024	-1.0472191556726504	-0.7065117976244923
OG0000110.3	OG0003835.22	OG0014564.0
-0.4639470997597903	-0.2937125877569264	-0.949254536418601
OG0000062.12	OG0013927.0	OG0003610.0
-1.5538496598709068	-3.202903991745088	-0.5247075499634715
OG0005621.0	OG0000785.2
-2.3233715117570313	-0.6060347243397574
OG0006867.4	OG0000046.1	OG0011466.0
-1.6139616401113863	-0.4065984188743529	-1.5786285669991056
OG0000403.25	OG0004160.0	OG0006231.0
-0.4597742994044606	0.17005323530230423	-1.6633738342364643
OG0000246.0	OG0004124.0	OG0007278.2
-0.5324074912870507	-0.6610907271910786	-1.6099927379084407
OG0010952.0	OG0000126.1	OG0006867.4
-0.6217103469045492	-0.8815073741305954	-1.6139616401113863
OG0000261.0	OG0008977.6	OG0005851.2
-0.7946074870103151	-2.306145097646435	-2.834441745538826
OG0005854.2	OG0000225.48	OG0006468.8
-1.1759246437484379	-0.3057883922321096	-1.9023892033735776
OG0000225.48	OG0012875.0	OG0003171.1
-0.3057883922321096	-2.6447581560691176	-1.1867215954566879
OG0000403.25	OG0007454.2	OG0008449.4
-0.4597742994044606	-2.5803532474685666	-3.248793390257147
OG0004589.2	OG0000397.3	OG0000285.1
-1.3433663454116158	-2.1791879227712805	-1.0528949484321255
OG0007427.0	OG0000338.41	OG0004505.0
-1.718806225047366	0.7966808083669082	-3.3118644115426648
OG0000285.1	OG0003953.2	OG0005923.1
-1.0528949484321255	-0.6931544996857175	-0.952042892603345
OG0005687.4	OG0006282.0	OG0000409.24
-1.550887680450584	-0.8132459154168177	0.10447085776291738
OG0000204.2	OG0004287.3	OG0006289.0
-0.7138285488929806	-0.8458056750072103	-1.6438561897747246
OG0000261.0	OG0003661.0	OG0010571.0
-0.7946074870103151	-1.0072315692310758	-1.0177091261710052
OG0005091.0	OG0006272.0	OG0000081.1
-0.34464817138744597	-0.9189331195081115	-0.890037746601182
OG0000276.72	OG0007526.0	OG0013006.4
-0.8999642788381562	-0.9632505235721317	-2.317606488937269
OG0004623.10	OG0008938.0	OG0000407.1
-0.7986170641359458	-0.6966576055126692	-0.9610020212024905
OG0000120.105	OG0004025.11	OG0008196.2
-0.5544851616978876	-1.5141610331209452	-2.840629153339797
OG0009056.0	OG0000420.0	OG0007486.2
-1.48883561141615	-0.49045616203966397	-2.168771306825942
OG0000711.2	OG0003671.2	OG0006011.0
-0.05304461335688118	-1.0736968881386058	-0.5638381606855499
OG0004362.4	OG0000110.3	OG0014798.0
-1.2172559636048	-0.4639470997597903	-1.2307360433712302
OG0000750.0	OG0005413.12	OG0006090.0
-0.6604064990346017	-1.064012303563144	-0.8677522017015602
OG0010530.0	OG0003744.6	OG0000147.0
-2.864596469402349	-0.44772130900956375	-1.5803532474685666
OG0005132.0	OG0009267.0	OG0000206.0
-0.7336032269754467	-1.0609991549304867	0.24865627000440324
OG0006964.0	OG0000272.36	OG0002854.0
-1.549620119928959	-1.0174170530774094	-1.0250302371872846
OG0006109.16	OG0000364.1	OG0004505.0
-1.2317521450971554	-0.7065117976244923	-3.3118644115426648
OG0000290.0	OG0007764.1	OG0003774.0
-0.5907448533151622	-1.4719288354212647	-0.4451656041058071
OG0003542.0	OG0007079.10	OG0000147.0
-0.7791747842021276	-1.3532843389226457	-1.5803532474685666
OG0008179.0	OG0005944.0	OG0000246.0
-1.9936660662779495	-0.98564470702293	-0.5324074912870507
OG0005849.2	OG0006284.0	OG0000147.0
-1.3540217245972157	-1.3462979086065388	-1.5803532474685666
OG0012206.0	OG0000018.1	OG0005618.0
-2.458782551897963	-0.6106534638375021	-0.981365825860949
OG0000183.0	OG0005999.0	OG0006176.0
-0.002310160687201116	-1.5344956303704944	-1.7345631039509017
OG0000261.0	OG0008525.0	OG0007165.4
-0.7946074870103151	-0.7292916662807851	-0.2834919132312543
OG0000403.25	OG0006053.1	OG0003091.24
-0.4597742994044606	-2.625044004031908	-1.293005384291349
OG0000403.25	OG0004531.2	OG0007817.0
-0.4597742994044606	-1.0185857004000316	-1.8788519435246895
OG0005167.4	OG0006393.0	OG0000336.0
-1.9378782880922025	-1.6707041518974848	-0.4330387576855113
OG0007473.0	OG0000257.0	OG0009858.0
-1.2622267227410604	0.0001442622910945383	-2.1354275372428675
OG0011476.0	OG0000046.1	OG0006805.0
-1.9845024306046744	-0.4065984188743529	-1.549620119928959
OG0000360.25	OG0000110.3	OG0006020.0
-2.0226834370912896	-0.4639470997597903	-1.0825300533208069
OG0000183.0	OG0003915.0	OG0000152.12
-0.002310160687201116	-0.8252101069521852	-3.001154617941492
OG0000276.72	OG0003774.0	OG0006546.0
-0.8999642788381562	-0.4451656041058071	-0.7152489904657735
OG0000750.0	OG0005950.0	OG0008569.0
-0.6604064990346017	-1.220614193801064	-1.2412704315421375
OG0000320.0	OG0008570.0	OG0004038.24
-0.24348904385984163	-0.5916142085935863	-1.5855396941839017
OG0007250.0	OG0000018.1	OG0007817.0
-1.1584293626044828	-0.6106534638375021	-1.8788519435246895
OG0000391.20	OG0004256.2	OG0006384.2
-0.35328433892264566	-0.6113144925046861	-0.47112867176187906
OG0007989.0	OG0004124.0	OG0000407.1
-1.1581073683969443	-0.6610907271910786	-0.9610020212024905
OG0004631.4	OG0000431.12	OG0010708.0
-1.3632709872102522	-0.3122226226036953	-1.7636604608316264
OG0003752.2	OG0000441.1	OG0000176.0
-0.5199417307727449	-2.9170249727422317	-0.33387969740416884
OG0010951.0	OG0000257.0	OG0001836.0
-0.7025150842894256	0.0001442622910945383	-0.4979749784823046
OG0005965.0	OG0008209.0	OG0000230.58
-0.7209447835165328	-1.6952553422813692	-0.15136203809529378
OG0000062.12	OG0007454.2	OG0005976.0
-1.5538496598709068	-2.5803532474685666	-1.8546486144273802
OG0005143.4	OG0005157.0	OG0000198.0
-1.0664273617389761	-0.5593666648384727	-0.3989691306511904
OG0000285.1	OG0012985.0	OG0003661.0
-1.0528949484321255	-2.268121651191569	-1.0072315692310758
OG0006450.8	OG0005712.0	OG0000081.1
-1.4177330466494877	-1.8134994423555053	-0.890037746601182
OG0000257.0	OG0013995.0	OG0005691.3
0.0001442622910945383	-3.4664167183129604	-1.0180012584066676
OG0000126.1	OG0004504.4	OG0007721.6
-0.8815073741305954	-2.6366606883705206	-1.554273296650016
OG0013004.2	OG0007167.0	OG0000160.4
-1.496142467422571	-1.3658714424749592	-0.030913993470059714
OG0003511.4	OG0000130.38
-1.0655212410931172	-0.1440103026915193
OG0004204.4	OG0000014.1	OG0007356.0
-1.1306813051710953	-0.4737308279347723	-1.3643848941302572
OG0000869.2	OG0008698.0	OG0002677.13
-0.6755349936684583	-1.2563557832937404	-0.9581963123429151
OG0004049.8	OG0005584.0	OG0000048.122
-0.7831416402250396	-0.4868124796291447	-0.7157227819448722
OG0003037.24	OG0000110.3	OG0008755.0
-0.44772130900956375	-0.4639470997597903	-1.3451978742102095
OG0004880.18	OG0000223.2	OG0005851.2
-2.129102691334971	-0.3170671972827844	-2.834441745538826
OG0005849.2	OG0006019.2	OG0000081.1
-1.3540217245972157	-1.220614193801064	-0.890037746601182
OG0004022.8	OG0000059.133	OG0002998.0
-0.8876334769274369	-0.3735141370944932	-0.8562147752913984
OG0002913.0	OG0000223.2	OG0010593.0
-0.9751130006868205	-0.3170671972827844	-1.0174170530774094
OG0004343.18	OG0000420.0	OG0006867.4
-1.5344956303704944	-0.49045616203966397	-1.6139616401113863
OG0004880.18	OG0002490.40	OG0000409.24
-2.129102691334971	-0.5606428215257433	0.10447085776291738
OG0009292.1	OG0000176.0	OG0008569.0
-2.0150825945730797	-0.33387969740416884	-1.2412704315421375
OG0000044.1	OG0002855.2	OG0006005.0
-0.6009930135276029	-1.53658679618218	-1.3819493299466563
OG0003761.0	OG0005729.2	OG0000223.2
-1.3481331652347563	-1.6868702651621483	-0.3170671972827844
OG0006260.0	OG0004740.12	OG0000230.58
-0.545824106814198	-1.3643848941302572	-0.15136203809529378
OG0005398.16	OG0000420.0	OG0003729.6
-1.931810741221032	-0.49045616203966397	-0.8033929559051822
OG0004699.1	OG0005521.4	OG0000188.1
-1.5462453931483024	-1.121549296903336	-0.09449505685038438
OG0000129.29	OG0000760.146	OG0000285.1
1.477211031198532	-2.127210631993763	-1.0528949484321255
OG0011949.0	OG0000018.1	OG0006450.8
-0.7848805754827048	-0.6106534638375021	-1.4177330466494877
OG0000154.2	OG0005426.10	OG0013039.0
-0.6887294085133586	-1.028263333263764	-1.0472191556726504
OG0005977.0	OG0000431.12	OG0007202.0
-1.2926519125167302	-0.3122226226036953	-0.9498117766885221
OG0000403.25	OG0008551.0	OG0013993.0
-0.4597742994044606	-0.3494192353977597	-2.043943347587597
OG0004609.0	OG0000391.20	OG0007050.0
-0.8277685311745187	-0.35328433892264566	-1.5100460986686943
OG0004270.24	OG0002854.0	OG0000264.1
-1.3280726151852633	-1.0250302371872846	-1.4799549759601824
OG0008243.0	OG0000001.2899	OG0003971.6
-1.6016496296540352	-0.3641991832410402	-0.6857095160120039
OG0000034.305	OG0006841.0	OG0014851.2
-0.6588112275212595	-2.687799537362322	0.34834574511348076
OG0000022.878	OG0004386.2	OG0000147.0
-1.1929748745013562	-1.1837689496578923	-1.5803532474685666
OG0005972.0	OG0006871.4	OG0000160.4
-0.3472152450912443	-1.3194055851186515	-0.030913993470059714
OG0000183.0	OG0000360.25	OG0009097.4
-0.002310160687201116	-2.0226834370912896	-1.0206331138782188
OG0000125.49	OG0005826.0	OG0003261.23
0.8343876146053895	-1.425850039490298	-1.2371834740188945
OG0000012.581	OG0004531.2	OG0000125.49
-0.4801562026905301	-1.0185857004000316	0.8343876146053895
OG0005741.0	OG0000188.1	OG0005622.0
-2.023269779322847	-0.09449505685038438	-3.010424979419093
OG0000154.2	OG0011193.0	OG0003375.2
-0.6887294085133586	-1.5717503892943052	-0.9045481189143395
OG0009013.2	OG0000272.36	OG0003838.7
-0.8585672090707045	-1.0174170530774094	-2.6629169236892127
OG0000204.2	OG0006019.2	OG0006393.0
-0.7138285488929806	-1.220614193801064	-1.6707041518974848
OG0005612.2	OG0000204.2	OG0006011.0
-1.0356383367532653	-0.7138285488929806	-0.5638381606855499
OG0000302.34	OG0008563.1	OG0001597.53
-0.896200256842332	-0.9238514028199171	-0.6230428855222725
OG0000175.4	OG0003102.40	OG0010773.2
-0.9548366483967755	-1.3176064889372687	-1.323371511757031
OG0000302.34	OG0004412.2	OG0005843.1
-0.896200256842332	-0.781404798449143	-0.9601597354682089
OG0007216.0	OG0000760.146	OG0000130.38
-1.2750878406843897	-2.127210631993763	-0.1440103026915193
OG0004699.1	OG0000359.28	OG0006314.0
-1.5462453931483024	-0.5942254220501242	-0.9153914246821905
OG0004609.0	OG0000302.34	OG0003953.2
-0.8277685311745187	-0.896200256842332	-0.6931544996857175
OG0000431.12	OG0012981.0	OG0005323.0
-0.3122226226036953	-1.1488006614067061	0.46581778323171336
OG0006851.4	OG0000001.2899	OG0008482.0
-1.088653555896428	-0.3641991832410402	-0.9655025358005551
OG0005612.2	OG0006039.1	OG0000034.305
-1.0356383367532653	-0.961563818343892	-0.6588112275212595
OG0005931.4	OG0000230.58	OG0015008.2
-2.356236145662658	-0.15136203809529378	-2.7312063248775216
OG0012995.0	OG0000785.2	OG0004554.6
-2.5079930244060455	-0.6060347243397574	-0.7983661388303496
OG0000180.0	OG0007033.0	OG0006377.0
-0.15826835651750287	-1.3168874781868323	-0.5663995373741375
OG0006453.1	OG0000606.2	OG0005604.1
-1.4532413295652276	-0.6443071024337754	-1.0403782015207206
OG0003744.6	OG0000338.41	OG0003628.6
-0.44772130900956375	0.7966808083669082	-1.7744782657433966
OG0006176.0	OG0005988.0	OG0000046.1
-1.7345631039509017	-1.8645964694023487	-0.4065984188743529
OG0005582.1	OG0000034.305	OG0004170.0
-0.9827907099677768	-0.6588112275212595	-0.5043048373759311
OG0006425.0	OG0007509.2	OG0000126.1
-1.951205819739195	-0.24468509595490198	-0.8815073741305954
OG0003039.0	OG0010976.0	OG0000230.58
-1.222296244872902	-1.0046240265254476	-0.15136203809529378
OG0003938.8	OG0007493.0	OG0000125.49
-1.3695945285176767	-2.4795526066810747	0.8343876146053895
OG0007514.0	OG0008980.7	OG0000081.1
-1.847881495568057	-1.4308978270464396	-0.890037746601182
OG0000409.24	OG0005659.6	OG0008450.4
0.10447085776291738	-1.9301603749313658	-2.310432456049533
OG0010584.0	OG0000320.0	OG0003091.24
-1.3543905588165042	-0.24348904385984163	-1.293005384291349
OG0007514.0	OG0000059.133	OG0005157.0
-1.847881495568057	-0.3735141370944932	-0.5593666648384727
OG0007807.0	OG0000126.1	OG0012098.2
-0.9865020082510226	-0.8815073741305954	-0.34538115503887357
OG0012262.2	OG0000176.0	OG0003040.0
-2.0291463456595165	-0.33387969740416884	-1.1933047464682418
OG0000290.0	OG0005281.1	OG0003542.0
-0.5907448533151622	-1.9384311507319976	-0.7791747842021276
OG0012175.4	OG0000420.0	OG0006141.8
-2.2155797753822157	-0.49045616203966397	-1.858305638035469
OG0006021.0	OG0000125.49	OG0004807.4
-1.5942254220501242	0.8343876146053895	-0.27003400255307203
OG0003847.24	OG0000338.41	OG0002708.0
-0.9697345571423307	0.7966808083669082	-0.4324545523562533
OG0005132.0	OG0005553.0	OG0000110.3
-0.7336032269754467	-1.855170479161191	-0.4639470997597903
OG0005824.0	OG0012099.0	OG0000110.3
-2.1335271702841525	-2.4281775931667964	-0.4639470997597903
OG0010752.0	OG0008540.0	OG0000059.133
-1.1028370366411655	-1.3342434173206015	-0.3735141370944932
OG0000584.0	OG0011007.2	OG0004256.2
1.6572284011610958	-1.4465411903009064	-0.6113144925046861
OG0014609.0	OG0006854.0	OG0000081.1
-1.8426975336810263	-1.6483716708972176	-0.890037746601182
OG0000750.0	OG0003037.24	OG0007704.0
-0.6604064990346017	-0.44772130900956375	-0.7826451863175633
OG0000750.0	OG0013969.0	OG0007809.2
-0.6604064990346017	-1.0865073722499217	-1.7408179196618128
OG0006467.8	OG0000092.1	OG0004053.9
-2.2954821145835616	0.8123750005659496	-0.5907448533151622
OG0000042.314	OG0004833.1	OG0003358.3
-0.2813863010245155	-0.7923569873134674	-0.333334289405402
OG0007772.0	OG0005584.0	OG0000046.1
-1.5432989689917949	-0.4868124796291447	-0.4065984188743529
OG0000059.133	OG0007486.2	OG0010609.0
-0.3735141370944932	-2.168771306825942	-2.1539279703695424
OG0000180.0	OG0004865.2	OG0009009.1
-0.15826835651750287	-0.2164176260596288	-0.8458056750072103
OG0005184.0	OG0006388.0	OG0000272.36
-0.6615470596449509	-2.6321816563938065	-1.0174170530774094
OG0000014.1	OG0004740.12	OG0011200.0
-0.4737308279347723	-1.3643848941302572	-1.166502663140165
OG0000059.133	OG0010621.0	OG0004623.10
-0.3735141370944932	-1.8241880062782692	-0.7986170641359458
OG0000750.0	OG0006129.1	OG0011140.0
-0.6604064990346017	-0.994240730711315	-1.7656213106623855
OG0000042.314	OG0004759.3	OG0006009.0
-0.2813863010245155	-1.8421801605211374	-1.0457292298551206
OG0006964.0	OG0000160.4	OG0003838.7
-1.549620119928959	-0.030913993470059714	-2.6629169236892127
OG0008992.0	OG0003298.30	OG0000206.0
0.13106261678246817	-1.2901800320230838	0.24865627000440324
OG0002500.1	OG0004362.4	OG0000257.0
-1.5022599113909068	-1.2172559636048	0.0001442622910945383
OG0011348.0	OG0004609.0	OG0000420.0
-2.243318260190996	-0.8277685311745187	-0.49045616203966397
OG0000214.0	OG0005993.0	OG0005852.2
-0.42953706897395905	-0.9638131971521541	-2.270207978440035
OG0005612.2	OG0013275.0	OG0000285.1
-1.0356383367532653	-1.2039006722965686	-1.0528949484321255
OG0005034.12	OG0000214.0	OG0003774.0
-1.4085120616020568	-0.42953706897395905	-0.4451656041058071
OG0005232.0	OG0000285.1	OG0008321.0
-1.5462453931483024	-1.0528949484321255	-2.230397501766746
OG0005143.4	OG0004274.22	OG0000081.1
-1.0664273617389761	-1.521183470950585	-0.890037746601182
OG0008097.4	OG0000584.0	OG0005851.2
-1.6910567118747863	1.6572284011610958	-2.834441745538826
OG0005705.2	OG0003072.2	OG0000147.0
-0.28824080701676585	-1.3932735249871873	-1.5803532474685666
OG0010622.0	OG0004025.11	OG0000338.41
-1.2684691629458418	-1.5141610331209452	0.7966808083669082
OG0003512.4	OG0008153.0	OG0000206.0
-1.1694201465224594	-2.1791879227712805	0.24865627000440324
OG0005132.0	OG0000785.2	OG0006328.0
-0.7336032269754467	-0.6060347243397574	-1.3879778371919382
OG0014828.2	OG0000302.34	OG0008209.0
-2.2162500169928254	-0.896200256842332	-1.6952553422813692
OG0005232.0	OG0012235.2	OG0000110.3
-1.5462453931483024	-3.168771306825942	-0.4639470997597903
OG0000285.1	OG0007114.6	OG0002401.1
