OG0001643.24	OG0001566.2	OG0001698.26	OG0000027.457
-3.330537769639225	-2.0445383960764985	-2.947305888696155	-2.107803289534515
OG0000002.1788	OG0001431.24	OG0018140.2	OG0001801.0	OG0001249.1
-1.3932735249871873	-2.1648843847417822	-2.23854450717728	-2.2145749964390666	-3.0150825945730797
OG0002130.0	OG0000460.47	OG0016814.0	OG0000700.36	OG0000032.252
-2.16747450220749	-2.612637459164005	-2.607352856035737	-2.1791879227712805	-1.542458237592193
OG0000007.976	OG0001043.2	OG0001297.24	OG0001859.0
-1.3154505308161575	-2.524500012735049	-2.9816506901211084	-2.816037165157405
OG0002102.0	OG0016916.0	OG0001247.24	OG0001540.26	OG0000018.289
-3.4894836132420526	-2.02561753417927	-2.5559690888416076	-3.0115879742752116	-1.58337640836713
OG0013928.0	OG0002102.0	OG0002244.0	OG0002013.0	OG0000006.561
-2.3349711323629614	-3.4894836132420526	-1.9301603749313658	-1.8484009177306033	-1.4663369871769107
OG0010089.0	OG0001445.24	OG0002252.0	OG0001190.24	OG0000038.0
-2.243318260190996	-1.9086048139883	-2.005782352594006	-2.3936525332754277	-1.8817731862070524
OG0002067.0	OG0000987.19	OG0001803.6	OG0000012.918
-2.042456799242895	-1.8494403234246188	-2.288416992526039	-1.4031602455622152
OG0000007.976	OG0001194.24	OG0014802.1	OG0002077.0	OG0000700.36
-1.3154505308161575	-2.2518823067144322	-1.416962376203336	-1.626602350805788	-2.1791879227712805
OG0001292.1	OG0001512.12	OG0001397.24	OG0016983.0	OG0000056.0
-2.5336600120205253	-1.6483716708972176	-2.2688167584278	-1.497363882797535	-1.357714316940423
OG0000011.1	OG0002060.0	OG0001364.24	OG0001379.1
-1.347949534477697	-2.115284870903967	-2.237863830098888	-2.213236378814949
OG0001435.1	OG0016127.4	OG0000101.90	OG0000038.0	OG0000976.24
-2.0954195650786827	-4.6833444796557	-2.719756304133983	-1.8817731862070524	-1.7612131404128835
OG0001855.4	OG0001553.14	OG0000026.45	OG0020641.0	OG0002233.0
-1.7801654761146297	-2.475535074035002	-1.1872142911325638	-1.4223657347326695	-2.091725081520941
OG0001071.1	OG0000011.1	OG0001303.26	OG0001353.24	OG0014675.4
-2.139553606611556	-1.347949534477697	-2.0445383960764985	-2.6624601578025766	-1.8272564832398128
OG0020616.0	OG0002225.0	OG0001963.0	OG0000001.1420	OG0000339.0
-3.3004483674769105	-2.0303245368567975	-1.6192705514964514	-1.3147325934831586	-2.0908029370083128
OG0015777.0	OG0001764.0	OG0000038.0	OG0001865.0	OG0001092.1
-1.6380071140780375	-3.1726687293877394	-1.8817731862070524	-2.5734668618833267	-2.3459311372709193
OG0000000.626	OG0000367.3	OG0000894.25	OG0000001.1420	OG0011934.2
-1.863283615511688	-2.689194568936827	-2.3540217245972155	-1.3147325934831586	-2.728335289022766
OG0001661.0	OG0002123.0	OG0015368.2	OG0001457.24	OG0000082.1
-1.4235262348951694	-2.819088336631431	-1.3729535406075914	-2.618827395283202	-2.3800705758839222
OG0001772.0	OG0001667.0	OG0000026.45	OG0002097.0
-2.317606488937269	-2.4595758953553424	-1.1872142911325638	-1.593789891468435
OG0000054.0	OG0001855.4	OG0000588.0	OG0000767.24	OG0016979.0
-1.5576668766702486	-1.7801654761146297	-3.1328942704973453	-2.3331525325496165	-2.8119789485830515
OG0000007.976	OG0001562.24	OG0001235.24	OG0001674.0
-1.3154505308161575	-2.6966576055126694	-1.9736956756480915	-2.1081142486996134
OG0001961.2	OG0001418.30	OG0000032.252	OG0001511.22
-2.183768949657892	-2.7710274302398394	-1.542458237592193	-1.7352834310229794
OG0000054.0	OG0000577.45	OG0001093.24	OG0001480.22	OG0001008.28
-1.5576668766702486	-3.412577398431828	-2.2870081105382027	-2.635763768826003	-2.1475216763576133
OG0001129.24	OG0000026.45	OG0001847.4	OG0014717.1	OG0002057.0
-3.033864894562046	-1.1872142911325638	-3.6407937155405166	-1.664745434758939	-2.130997235324748
OG0007566.10	OG0001409.1	OG0001442.1	OG0002233.0	OG0000012.918
-2.340075441597622	-2.952322024855525	-2.4595758953553424	-2.091725081520941	-1.4031602455622152
OG0001821.4	OG0001516.22	OG0000032.252	OG0000925.1
-1.7072182507721543	-2.1475216763576133	-1.542458237592193	-2.3313362222997793
OG0000054.0	OG0000101.90	OG0002053.0	OG0001078.24
-1.5576668766702486	-2.719756304133983	-2.031503691022063	-3.8648066369372662
OG0002164.0	OG0020422.0	OG0000865.1	OG0001384.1	OG0000006.561
-2.2310746644362487	-2.728335289022766	-1.7943572580545428	-2.4973638827975355	-1.4663369871769107
OG0001502.26	OG0002140.0	OG0000918.1	OG0000276.63	OG0000056.0
-3.410428246026254	-2.5257456841673576	-3.03268380973072	-3.1610079067062595	-1.357714316940423
OG0000054.0	OG0001125.24	OG0002110.0	OG0005497.18	OG0001144.24
-1.5576668766702486	-2.5445609854369495	-2.0493076402243706	-2.783886641553699	-2.8857662555729124
OG0001937.2	OG0000829.5	OG0001311.5	OG0000012.918	OG0019389.0
-2.5100460986686945	-1.8986188576449754	-1.9635318329307085	-1.4031602455622152	-2.0929555251272016
OG0000054.0	OG0000101.90	OG0001492.24	OG0001210.24	OG0016111.4
-1.5576668766702486	-2.719756304133983	-2.4528463411874313	-2.1733193246821423	-1.3536529846486554
OG0000529.60	OG0001938.0	OG0001000.24	OG0000018.289	OG0018395.0
-2.6047177958677667	-2.3335160691625743	-1.673922915076869	-1.58337640836713	-2.8119789485830515
OG0002222.0	OG0000056.0	OG0002114.0	OG0000453.2
-2.5137490111158916	-1.357714316940423	-3.437838185753829	-2.026205070347394
OG0001274.24	OG0002154.0	OG0000181.164	OG0000006.561
-2.8943219221054632	-1.9736956756480915	-2.443791328260415	-1.4663369871769107
OG0002175.0	OG0001032.24	OG0000026.45	OG0000453.2
-2.3823253745313187	-2.4477213090095638	-1.1872142911325638	-2.026205070347394
OG0000909.26	OG0001132.24	OG0017889.0	OG0000675.1	OG0000012.918
-2.4285658841234907	-2.707925050022458	-1.8489205269711884	-2.365127976835786	-1.4031602455622152
OG0000010.475	OG0001447.24	OG0001300.1	OG0000853.1
-1.5407782431771522	-1.8119789485830515	-3.0469210473874924	-1.2761356763732723
OG0000054.0	OG0013890.2	OG0002103.0	OG0001885.0	OG0002170.0
-1.5576668766702486	-1.5898760215870733	-2.7302486779516255	-2.558091635996411	-2.217591435072627
OG0001936.0	OG0000984.24	OG0000012.918	OG0001063.0
-2.855170479161191	-2.4663369871769105	-1.4031602455622152	-2.31114825613412
OG0001067.24	OG0000026.45	OG0002236.0	OG0002073.0
-1.820106829466452	-1.1872142911325638	-2.028263333263764	-1.9509269033456944
OG0000002.1788	OG0017873.2	OG0002053.0	OG0000709.10	OG0001801.0
-1.3932735249871873	-2.363642193964105	-2.031503691022063	-1.387600316571993	-2.2145749964390666
OG0000011.1	OG0001414.24	OG0000377.2	OG0000383.2
-1.347949534477697	-2.2270164478618955	-2.226678777868338	-2.29689930039584
OG0001222.24	OG0001352.26	OG0020688.0	OG0000026.45	OG0000833.0
-2.1857367086002184	-2.208894429587471	-1.815021540306669	-1.1872142911325638	-2.87514253274424
OG0016142.4	OG0001661.0	OG0001853.0	OG0001438.24	OG0000082.1
-1.7626810344254493	-1.4235262348951694	-2.3748230433194877	-2.11966711132536	-2.3800705758839222
OG0016097.1	OG0000638.38	OG0002154.0	OG0001280.24	OG0000006.561
-1.6551715030025589	-2.947862376664825	-1.9736956756480915	-2.7055703978906718	-1.4663369871769107
OG0001209.1	OG0001398.24	OG0010533.4	OG0000038.0	OG0001688.16
-2.140825544133565	-1.7744782657433966	-2.224991612384405	-1.8817731862070524	-2.6429547870331924
OG0000011.1	OG0001453.1	OG0001859.0	OG0001147.24
-1.347949534477697	-2.2549778509627356	-2.816037165157405	-2.8262329322632938
OG0000405.0	OG0020586.0	OG0000770.1	OG0000038.0	OG0001305.24
-1.6588112275212596	-2.1923153567568927	-2.132261648237312	-1.8817731862070524	-2.2515387669959646
OG0001699.1	OG0001218.24	OG0000038.0	OG0012945.3	OG0000270.2
-2.937878288092203	-2.2297206567902736	-1.8817731862070524	-2.817053505488898	-3.362009598198114
OG0016176.0	OG0002088.0	OG0000011.1	OG0001423.30	OG0001189.24
-2.824188006278269	-2.0273808609918476	-1.347949534477697	-2.8044004245500966	-2.6416037380433464
OG0001049.26	OG0000865.1	OG0000367.3	OG0000012.918	OG0004480.1
-1.925768605814208	-1.7943572580545428	-2.689194568936827	-1.4031602455622152	-2.0546919530749523
OG0001439.24	OG0001080.1	OG0019425.0	OG0001674.0	OG0000006.561
-2.4219791086976907	-1.9873598192212296	-4.252913416972182	-2.1081142486996134	-1.4663369871769107
OG0000007.976	OG0000894.25	OG0001186.24	OG0001304.24
-1.3154505308161575	-2.3540217245972155	-2.2848973639423953	-2.5096352500140915
OG0000007.976	OG0000816.36	OG0014752.4	OG0000834.30	OG0000383.2
-1.3154505308161575	-2.0156658551595115	-1.2065618582775808	-2.2997378552532965	-2.29689930039584
OG0000007.976	OG0001274.24	OG0007024.2	OG0001457.24	OG0000004.33
-1.3154505308161575	-2.8943219221054632	-2.6794575575715407	-2.618827395283202	-2.7700429914156377
OG0000007.976	OG0001332.24	OG0001057.24	OG0001462.24	OG0007883.4
-1.3154505308161575	-2.3353351275814656	-3.2529134169721816	-4.041209281269352	-2.045729229855121
OG0002079.0	OG0001082.24	OG0000056.0	OG0000453.2
-2.1488006614067063	-2.2009126939259964	-1.357714316940423	-2.026205070347394
OG0000054.0	OG0001084.24	OG0001253.24	OG0001387.26
-1.5576668766702486	-2.639354797539784	-2.6601784950766576	-2.472729443122659
OG0001191.24	OG0001352.26	OG0011357.4	OG0000082.1	OG0000916.24
-2.222296244872902	-2.208894429587471	-3.45292533021211	-2.3800705758839222	-1.9034682573063713
OG0000011.1	OG0002056.0	OG0000984.24	OG0002038.0
-1.347949534477697	-2.0733932587486836	-2.4663369871769105	-2.0597956553479615
OG0001218.24	OG0002014.0	OG0001764.0	OG0011338.3	OG0000056.0
-2.2297206567902736	-1.7563309190331373	-3.1726687293877394	-2.686870265162148	-1.357714316940423
OG0000482.64	OG0001430.24	OG0001332.24	OG0008287.4	OG0000012.918
-2.0673340518542216	-1.8270005274082377	-2.3353351275814656	-3.001154617941492	-1.4031602455622152
OG0000054.0	OG0001279.24	OG0012087.2	OG0000885.24	OG0001324.24
-1.5576668766702486	-2.3309732344903695	-3.332498397403117	-1.9953907467474106	-2.141780233728934
OG0001265.24	OG0008756.0	OG0000010.475	OG0001181.24	OG0001189.24
-2.808942760073686	-2.1046973786666934	-1.5407782431771522	-1.9048182106573148	-2.6416037380433464
OG0001067.24	OG0002035.0	OG0007613.14	OG0000082.1	OG0001920.0
-1.820106829466452	-2.15200309344505	-2.4281775931667964	-2.3800705758839222	-1.6924548981004137
OG0001173.24	OG0001583.18	OG0000278.126	OG0000056.0
-2.2877123795494496	-1.9013109559086716	-2.545402943465451	-1.357714316940423
OG0002186.0	OG0006903.2	OG0001956.0	OG0000026.45	OG0000946.1
-1.9230305236848892	-1.8852332073344857	-4.6518129136030675	-1.1872142911325638	-2.1240627035336246
OG0000007.976	OG0001813.8	OG0009951.0	OG0000489.0	OG0000738.19
-1.3154505308161575	-1.4953287646142606	-1.9517638143471523	-1.8536054509394948	-2.229382353343797
OG0001435.1	OG0008040.2	OG0001572.24	OG0000001.1420	OG0001934.0
-2.0954195650786827	-3.2108967824986188	-2.0368218438261088	-1.3147325934831586	-1.7700429914156375
OG0001173.24	OG0000367.174	OG0001215.24	OG0002089.0	OG0000032.252
-2.2877123795494496	-2.4020160062100544	-1.9105018491608974	-1.4512674682080813	-1.542458237592193
OG0000010.475	OG0013467.4	OG0000559.30	OG0000453.2	OG0001598.16
-1.5407782431771522	-2.1140352432460294	-2.189022282875856	-2.026205070347394	-2.319045586354241
OG0000007.976	OG0001436.24	OG0000728.24	OG0001291.1
-1.3154505308161575	-2.2440015162022933	-1.4406550334581139	-2.6971253296344155
OG0000011.1	OG0002102.0	OG0001130.24	OG0001287.24	OG0009299.6
-1.347949534477697	-3.4894836132420526	-2.1500807813140215	-2.2813863010245155	-1.0834469234126065
OG0000007.976	OG0000741.0	OG0001635.0	OG0001247.24	OG0011708.0
-1.3154505308161575	-2.6506347224057865	-1.4246876693125632	-2.5559690888416076	-1.9959660987155103
OG0000026.45	OG0000615.1	OG0009296.0	OG0001198.26	OG0001686.0
-1.1872142911325638	-2.243318260190996	-1.6051566384691394	-1.925768605814208	-1.8460649892958367
OG0001953.2	OG0000038.0	OG0002086.0	OG0001637.1	OG0016187.1
-3.1140352432460294	-1.8817731862070524	-2.7592582687846603	-1.8619719552332388	-2.7670936989931696
OG0000982.24	OG0001120.26	OG0001208.24	OG0008266.0	OG0000012.918
-2.411963028129394	-2.6560805736318116	-2.2460532279122347	-1.8567372069613801	-1.4031602455622152
OG0000002.1788	OG0010043.0	OG0000735.1	OG0001926.0	OG0000543.45
-1.3932735249871873	-2.11966711132536	-2.2674268787048018	-2.219605903690676	-1.6670343374140395
OG0001258.24	OG0001735.3	OG0000082.1	OG0000543.45
-3.339053133989301	-4.222700229112501	-2.3800705758839222	-1.6670343374140395
OG0000007.976	OG0001497.24	OG0001254.24	OG0011653.12	OG0001238.24
-1.3154505308161575	-2.7093396881886447	-3.8125869538070067	-3.4250750219906556	-2.3093594213843067
OG0000979.1	OG0000002.1788	OG0001270.1	OG0007333.0	OG0000803.36
-1.9768156307517366	-1.3932735249871873	-2.668409424133763	-3.6651114152380426	-2.4500844463780447
OG0001060.26	OG0000002.1788	OG0001942.0	OG0000504.24	OG0000747.125
-2.1328942704973457	-1.3932735249871873	-2.2775339755289092	-1.817053505488898	-3.386091221203337
OG0013945.4	OG0000931.1	OG0001536.0	OG0001324.24	OG0000018.289
-2.324093762105477	-2.2169205701263888	-2.0788683888148345	-2.141780233728934	-1.58337640836713
OG0000002.1788	OG0000578.0	OG0001051.24	OG0001322.24	OG0017883.2
-1.3932735249871873	-2.412731031895675	-2.5517333399360456	-2.0813084655756025	-1.446934455954395
OG0000026.45	OG0002005.0	OG0002128.0	OG0001189.24
-1.1872142911325638	-2.5079930244060455	-1.7529231680691826	-2.6416037380433464
OG0001581.24	OG0001075.1	OG0008680.0	OG0002141.0	OG0000056.0
-2.2856006030695974	-2.954557029238833	-2.7131188522118386	-2.379319758775699	-1.357714316940423
OG0000730.24	OG0000001.1420	OG0000895.1	OG0001028.24
-1.9197516699078796	-1.3147325934831586	-2.165207895235545	-2.1240627035336246
OG0000497.40	OG0000713.24	OG0007424.1	OG0001086.0	OG0000018.289
-2.4394806784556318	-2.4223657347326695	-3.1028370366411653	-2.1831136259850807	-1.58337640836713
OG0001340.24	OG0009284.2	OG0002097.0	OG0001235.24	OG0000006.561
-3.1975999598851605	-1.3086445080689395	-1.593789891468435	-1.9736956756480915	-1.4663369871769107
OG0009303.0	OG0000456.0	OG0001377.24	OG0000056.0	OG0000803.36
-1.4932965131993434	-2.8847003559744526	-2.0576919438438153	-1.357714316940423	-2.4500844463780447
OG0009195.0	OG0000371.2	OG0000406.0	OG0000018.289	OG0000828.16
-2.0673340518542216	-2.0865073722499217	-1.965220841951981	-1.58337640836713	-1.7558436043718955
OG0000011.1	OG0001292.1	OG0001191.24	OG0020606.0	OG0001886.0
-1.347949534477697	-2.5336600120205253	-2.222296244872902	-1.8996950942043145	-2.806922178453633
OG0000741.0	OG0001132.24	OG0000056.0	OG0002153.0
-2.6506347224057865	-2.707925050022458	-1.357714316940423	-2.248793390257147
OG0000054.0	OG0000678.1	OG0000562.7	OG0001283.1
-1.5576668766702486	-2.313297789743922	-2.975396632859343	-2.9590374522215024
OG0000816.36	OG0000011.1	OG0001261.1	OG0000726.25
-2.0156658551595115	-1.347949534477697	-1.9816506901211082	-1.7648856796236427
OG0002211.0	OG0000018.289	OG0000895.1	OG0006983.0	OG0000706.25
-3.1507212674692195	-1.58337640836713	-2.165207895235545	-2.026205070347394	-1.787368410279046
OG0006878.0	OG0000591.2	OG0001274.24	OG0000299.1	OG0000012.918
-1.9930916306578226	-2.097270360766624	-2.8943219221054632	-2.255666652618641	-1.4031602455622152
OG0000847.24	OG0002100.0	OG0000002.1788	OG0015189.0	OG0001422.30
-3.168771306825942	-2.8395960741399864	-1.3932735249871873	-1.7848805754827048	-2.1335271702841525
OG0002248.0	OG0001403.24	OG0000078.263	OG0020500.0	OG0000018.289
-1.931810741221032	-2.1616532634787693	-2.729291666280785	-2.144329165559629	-1.58337640836713
OG0002059.0	OG0020456.0	OG0001584.0	OG0000018.289	OG0001257.24
-1.736004117928761	-1.4884307580275276	-2.8064174749183515	-1.58337640836713	-2.496142467422571
OG0000002.1788	OG0000032.86	OG0001371.24	OG0012912.2	OG0000884.25
-1.3932735249871873	-2.131629303260768	-2.2155797753822157	-3.566613190842264	-2.63486740654747
OG0000007.976	OG0001357.24	OG0009165.0	OG0002089.0	OG0001567.1
-1.3154505308161575	-2.051399152506644	-1.2303975017667461	-1.4512674682080813	-3.364533480055605
OG0002186.0	OG0001230.26	OG0002103.0	OG0007643.2	OG0000012.918
-1.9230305236848892	-2.014499569695115	-2.7302486779516255	-3.106560122683883	-1.4031602455622152
OG0000926.24	OG0001292.1	OG0020430.0	OG0000038.0	OG0000995.5
-2.7923569873134677	-2.5336600120205253	-2.6214883767462704	-1.8817731862070524	-2.3982084161379738
OG0001933.0	OG0014725.1	OG0001190.24	OG0000056.0	OG0001257.24
-2.218262612121666	-1.6371093573341398	-2.3936525332754277	-1.357714316940423	-2.496142467422571
OG0000054.0	OG0001935.0	OG0002104.0	OG0001275.26	OG0009207.3
-1.5576668766702486	-1.748311200521337	-2.2229696147991937	-2.7140651920561276	-2.437525541903675
OG0001343.24	OG0012124.4	OG0001397.24	OG0000032.252	OG0000754.0
-3.4793916903861235	-3.4156531805176296	-2.2688167584278	-1.542458237592193	-1.5799218840206262
OG0001399.24	OG0011907.0	OG0001291.1	OG0000001.1420	OG0001934.0
-2.134793803412827	-2.6429547870331924	-2.6971253296344155	-1.3147325934831586	-1.7700429914156375
OG0001421.30	OG0001278.2	OG0000232.19	OG0020750.0	OG0000012.918
-2.317606488937269	-5.350485705569972	-2.0493076402243706	-2.979373349410042	-1.4031602455622152
OG0001666.14	OG0000011.1	OG0000547.0	OG0000667.13	OG0019409.0
-2.0516981876493645	-1.347949534477697	-1.9933788198776201	-1.7843835229227878	-2.5145731728297585
OG0000010.475	OG0020528.0	OG0000078.263	OG0001011.1	OG0000863.32
-1.5407782431771522	-2.0	-2.729291666280785	-1.8515213840680327	-2.0991235338421013
OG0000010.475	OG0001305.24	OG0011391.12	OG0001943.0	OG0001028.24
-1.5407782431771522	-2.2515387669959646	-3.647829066349648	-2.4035418604410146	-2.1240627035336246
OG0001087.24	OG0000038.0	OG0001094.26	OG0001321.26	OG0016122.4
-2.049904905826314	-1.8817731862070524	-2.118413683756604	-1.9189331195081119	-2.9018499789079883
OG0001376.24	OG0000006.561	OG0001335.24	OG0000828.16	OG0011645.0
-2.4803574574918454	-1.4663369871769107	-2.701810929858678	-1.7558436043718955	-1.693387775624602
OG0000011.1	OG0000812.32	OG0020478.0	OG0001636.12	OG0001229.1
-1.347949534477697	-5.227556884294845	-2.8426975336810263	-2.4615611647492424	-2.5666131908422645
OG0001572.24	OG0001078.24	OG0000032.86	OG0000006.561
-2.0368218438261088	-3.8648066369372662	-2.131629303260768	-1.4663369871769107
OG0015166.0	OG0001182.24	OG0000012.918	OG0002038.0	OG0001028.24
-1.515810298851733	-2.7264244343846205	-1.4031602455622152	-2.0597956553479615	-2.1240627035336246
OG0002002.0	OG0001235.24	OG0010963.0	OG0000012.918	OG0001219.24
-2.5631985264295	-1.9736956756480915	-2.937878288092203	-1.4031602455622152	-2.886299500835272
OG0002056.0	OG0000026.45	OG0001536.0	OG0001880.0
-2.0733932587486836	-1.1872142911325638	-2.0788683888148345	-1.698061233034664
OG0000010.475	OG0001295.24	OG0009886.7	OG0001252.1	OG0002105.0
-1.5407782431771522	-2.368104140946196	-2.622376462364273	-2.4595758953553424	-2.521183470950585
OG0001395.1	OG0000010.475	OG0000405.0	OG0010904.1	OG0000299.1
-2.864596469402349	-1.5407782431771522	-1.6588112275212596	-0.8298185422347496	-2.255666652618641
OG0001430.24	OG0016200.2	OG0002145.0	OG0000863.32	OG0000032.252
-1.8270005274082377	-1.2494792448176701	-2.374074951500346	-2.0991235338421013	-1.542458237592193
OG0000578.0	OG0013582.0	OG0001066.26	OG0002019.0	OG0000012.918
-2.412731031895675	-1.3536529846486554	-2.343000318505964	-2.446148031818874	-1.4031602455622152
OG0001360.24	OG0002213.0	OG0001583.18	OG0000001.1420
-2.8323851592448888	-2.141780233728934	-1.9013109559086716	-1.3147325934831586
OG0000054.0	OG0000382.41	OG0002099.0	OG0001500.24	OG0014772.1
-1.5576668766702486	-2.4731299136431737	-2.4803574574918454	-2.162944843726976	-2.8365012677171206
OG0000011.1	OG0001956.0	OG0008679.1	OG0001686.0	OG0001050.0
-1.347949534477697	-4.6518129136030675	-2.154570167148848	-1.8460649892958367	-2.1256358091751366
OG0001432.24	OG0002176.0	OG0014693.4	OG0000082.1	OG0001133.24
-2.728335289022766	-2.5096352500140915	-2.1778817252706553	-2.3800705758839222	-2.6933877756246023
OG0014635.1	OG0002092.0	OG0002133.0	OG0000026.45	OG0000559.30
-1.8895031180825979	-2.4707287562940685	-1.8991568755668882	-1.1872142911325638	-2.189022282875856
OG0001409.1	OG0002244.0	OG0012909.2	OG0000504.24	OG0000056.0
-2.952322024855525	-1.9301603749313658	-3.209561571814799	-1.817053505488898	-1.357714316940423
OG0002211.0	OG0000010.475	OG0001259.24	OG0001959.2
-3.1507212674692195	-1.5407782431771522	-2.435182870145254	-2.100360306348953
OG0000010.475	OG0013578.4	OG0001030.26	OG0001361.1	OG0000625.28
-1.5407782431771522	-2.370340300072608	-2.3789444967002606	-2.4235262348951694	-2.0291463456595165
OG0001049.26	OG0000979.1	OG0007268.0	OG0000494.1	OG0000012.918
-1.925768605814208	-1.9768156307517366	-2.058292691319033	-1.3386152238202416	-1.4031602455622152
OG0020724.0	OG0002002.0	OG0000002.1788	OG0001442.1	OG0001696.0
-1.7784322114615907	-2.5631985264295	-1.3932735249871873	-2.4595758953553424	-2.2209504471625414
OG0000010.475	OG0001145.3	OG0001069.28	OG0014717.1	OG0001387.26
-1.5407782431771522	-2.8354711391186314	-2.4485085914525055	-1.664745434758939	-2.472729443122659
OG0014735.4	OG0001418.30	OG0002024.0	OG0000001.1420	OG0001736.4
-2.78687049999252	-2.7710274302398394	-1.7943572580545428	-1.3147325934831586	-2.0303245368567975
OG0020480.0	OG0001699.1	OG0000001.1420	OG0001199.24	OG0002105.0
-2.7312063248775216	-2.937878288092203	-1.3147325934831586	-1.946193556304206	-2.521183470950585
OG0000010.475	OG0001299.24	OG0001023.7	OG0001236.24	OG0006508.0
-1.5407782431771522	-2.3529157873710465	-2.1992553760632223	-2.691522623405039	-1.564051435139466
OG0001416.0	OG0000675.1	OG0000504.24	OG0000056.0
-2.005203073308613	-2.365127976835786	-1.817053505488898	-1.357714316940423
OG0012938.1	OG0000038.0	OG0001130.24	OG0001325.24	OG0000854.30
-2.4827747074975415	-1.8817731862070524	-2.1500807813140215	-2.557242242365229	-2.4058336719490043
OG0002113.0	OG0001438.24	OG0000001.1420	OG0000858.32
-1.8277685311745187	-2.11966711132536	-1.3147325934831586	-2.401253683845744
OG0002004.0	OG0000867.24	OG0001244.24	OG0000082.1	OG0014673.4
-2.0788683888148345	-2.1115392304419593	-2.524915117051217	-2.3800705758839222	-3.154570167148848
OG0002159.0	OG0000002.1788	OG0011530.4	OG0000809.2	OG0001175.1
-1.7602353734890535	-1.3932735249871873	-3.386543784089117	-2.3906232512366934	-2.0081017984969645
OG0001032.24	OG0000038.0	OG0000538.0	OG0011686.0	OG0001454.24
-2.4477213090095638	-1.8817731862070524	-1.7983661388303496	-2.3496030533302106	-2.7055703978906718
OG0000010.475	OG0007334.0	OG0001233.24	OG0000755.4	OG0002105.0
-1.5407782431771522	-3.5047141706290357	-2.5631985264295	-2.874084450525277	-2.521183470950585
OG0000007.976	OG0000347.80	OG0002005.0	OG0000392.72	OG0020529.0
-1.3154505308161575	-2.5924840880536992	-2.5079930244060455	-2.5916142085935863	-2.4492963037521123
OG0001348.24	OG0000953.26	OG0010018.0	OG0000038.0	OG0002103.0
-2.196938324908699	-2.7398538734910325	-2.409661466820913	-1.8817731862070524	-2.7302486779516255
OG0001869.2	OG0002210.0	OG0000056.0	OG0010128.0	OG0002321.0
-1.6335239064899043	-1.8099541131055612	-1.357714316940423	-2.6038405109268457	-2.684086034563258
OG0000007.976	OG0002025.0	OG0001011.1	OG0001512.12	OG0014741.4
-1.3154505308161575	-2.1053180261449205	-1.8515213840680327	-1.6483716708972176	-1.3819493299466563
OG0000011.1	OG0000463.51	OG0001235.24	OG0000995.5	OG0011885.0
-1.347949534477697	-2.7413001844300973	-1.9736956756480915	-2.3982084161379738	-2.065521241093117
OG0000011.1	OG0000405.0	OG0001409.1	OG0012760.0	OG0001686.0
-1.347949534477697	-1.6588112275212596	-2.952322024855525	-3.2905328986118283	-1.8460649892958367
OG0001148.24	OG0000026.45	OG0000932.26	OG0018435.0	OG0001164.24
-3.0285576106826095	-1.1872142911325638	-1.9340141705014147	-2.76219157045438	-2.1268955298759025
OG0009161.0	OG0002027.0	OG0000032.252	OG0001260.24	OG0001070.26
-2.930160374931366	-2.449690321244904	-1.542458237592193	-3.130365444186607	-1.7541392981596466
OG0000054.0	OG0006968.0	OG0001224.24	OG0001047.26	OG0000884.25
-1.5576668766702486	-1.9246727492929352	-2.689194568936827	-2.221623189091677	-2.63486740654747
OG0000007.976	OG0001039.1	OG0002036.0	OG0000278.126	OG0015185.2
-1.3154505308161575	-2.107181572204967	-1.781404798449143	-2.545402943465451	-1.7388904710906985
OG0000011.1	OG0000926.24	OG0002093.0	OG0010691.4	OG0001132.24
-1.347949534477697	-2.7923569873134677	-2.695255342281369	-2.5657587667480635	-2.707925050022458
OG0002147.0	OG0000524.1	OG0000012.918	OG0001428.1
-1.6864058534276087	-1.7393720918733013	-1.4031602455622152	-2.3883554566263383
OG0000007.976	OG0001479.24	OG0002124.0	OG0001304.24	OG0014806.4
-1.3154505308161575	-2.519528054772523	-2.0868137745110054	-2.5096352500140915	-3.0315036910220625
OG0000011.1	OG0002109.0	OG0012705.1	OG0001458.24	OG0000621.39
-1.347949534477697	-2.355497627581064	-1.392137097168765	-2.4695296746008095	-2.3022261804448143
OG0001143.26	OG0001155.24	OG0011133.0	OG0000999.14	OG0000001.1420
-1.9805115704086398	-2.1373304107316016	-2.252225928257295	-1.4941090702700428	-1.3147325934831586
OG0000011.1	OG0015161.0	OG0001246.24	OG0001423.30	OG0002033.0
-1.347949534477697	-3.1115392304419593	-2.4679324477109694	-2.8044004245500966	-1.735763848956453
OG0001435.1	OG0000032.252	OG0000828.16	OG0000412.76
-2.0954195650786827	-1.542458237592193	-1.7558436043718955	-1.8988878415258497
OG0000010.475	OG0002085.0	OG0008781.6	OG0001121.24	OG0001883.0
-1.5407782431771522	-2.3072157433659903	-2.78687049999252	-1.8884344550404824	-1.5896588953859125
OG0000510.30	OG0000006.561	OG0001160.24	OG0001527.7
-2.1240627035336246	-1.4663369871769107	-2.4305089080412836	-1.6723126358239528
OG0001463.24	OG0019040.0	OG0001130.24	OG0000018.289	OG0002081.0
-2.4711286717618792	-1.8672257667236745	-2.1500807813140215	-1.58337640836713	-2.037117872357134
OG0000765.3	OG0014678.1	OG0001778.24	OG0000006.561	OG0000780.24
-2.361416384768338	-3.9003412217246565	-2.5274082542630674	-1.4663369871769107	-1.8841677013474352
