OG0001643.24	OG0001566.2	OG0001698.26	OG0000027.457
-1.1587514286937521	-1.0540927027897475	-1.2039006722965686	-0.9018499789079885
OG0010628.2	OG0000002.1788	OG0001455.24	OG0000909.26	OG0000518.24
-2.781900825629855	0.2893623404769398	-1.5881399262621803	-1.288416992526039	-0.7720125412654069
OG0000002.1788	OG0001431.24	OG0018140.2	OG0001801.0	OG0001249.1
0.2893623404769398	-0.1076478350824613	-2.235144328745296	-0.9384311507319972	-1.3842070691255697
OG0002130.0	OG0000460.47	OG0016814.0	OG0000700.36	OG0000032.252
-0.5631985264294997	-1.3529157873710465	-2.1610079067062595	-1.1127866970487705	-0.3082871842179762
OG0000007.976	OG0001043.2	OG0001297.24	OG0001859.0
-0.24982229440694287	-1.0457292298551206	-1.8484009177306033	-1.3529157873710465
OG0002102.0	OG0016916.0	OG0001247.24	OG0001540.26	OG0000018.289
-2.3503385593573003	-2.012751907408848	-1.117787378107137	-0.8701235391668696	-0.18885782633069192
OG0013928.0	OG0002102.0	OG0002244.0	OG0002013.0	OG0000006.561
-1.753409497094819	-2.3503385593573003	-0.5045094894850606	-0.010134377133713174	-0.17266872938773947
OG0010089.0	OG0001445.24	OG0002252.0	OG0001190.24	OG0000038.0
-1.8463243502027624	-0.9962538607671053	-0.9700171337842857	-1.5700359564830535	-0.5428785420499038
OG0002067.0	OG0000987.19	OG0001803.6	OG0000012.918
-0.4797537772929724	-0.02958805461052695	-1.085894762881528	-0.17576167339628612
OG0000007.976	OG0001194.24	OG0014802.1	OG0002077.0	OG0000700.36
-0.24982229440694287	-1.0110063596570187	-1.277533975528909	0.03857665145232347	-1.1127866970487705
OG0001292.1	OG0001512.12	OG0001397.24	OG0016983.0	OG0000056.0
-1.3147325934831586	-0.49960583358420474	-1.3277104474813686	-1.0761282264699223	0.25229454120183664
OG0000011.1	OG0002060.0	OG0001364.24	OG0001379.1
0.5140970048942337	-0.6891945689368271	-0.4322598698054027	-0.025617534179270093
OG0001435.1	OG0016127.4	OG0000101.90	OG0000038.0	OG0000976.24
-1.0200478420483303	-3.873872927170175	-1.5182877379966961	-0.5428785420499038	-0.8377899636856931
OG0001855.4	OG0001553.14	OG0000026.45	OG0020641.0	OG0002233.0
-0.5706786300585585	-0.6452093507689292	-0.1413028099616662	-1.4016347946763554	-1.145924537878446
OG0001071.1	OG0000011.1	OG0001303.26	OG0001353.24	OG0014675.4
-0.9859304174983441	0.5140970048942337	-0.6794575575715407	-0.9362209702294287	-1.639804305267642
OG0020616.0	OG0002225.0	OG0001963.0	OG0000001.1420	OG0000339.0
-3.022097333064992	-0.8828369245342406	-0.6501818280241396	-0.01727103870140411	-0.2820878303555713
OG0015777.0	OG0001764.0	OG0000038.0	OG0001865.0	OG0001092.1
-1.2129019183889953	-1.4035418604410144	-0.5428785420499038	-0.42585003949029804	-0.8908400610388894
OG0000000.626	OG0000367.3	OG0000894.25	OG0000001.1420	OG0011934.2
-0.9037381469415965	-1.498586333124219	-1.168771306825942	-0.01727103870140411	-2.23242994404826
OG0001661.0	OG0002123.0	OG0015368.2	OG0001457.24	OG0000082.1
-0.6001179899733253	-0.5391002028124681	-0.6608626150804147	-1.2712522745702424	-0.853866171106625
OG0001772.0	OG0001667.0	OG0000026.45	OG0002097.0
-1.3065018912777546	-0.4741315765598182	-0.1413028099616662	-0.5777669993169522
OG0000054.0	OG0001855.4	OG0000588.0	OG0000767.24	OG0016979.0
-0.11450372678347603	-0.5706786300585585	-1.1857367086002184	-1.2636115992965395	-1.1648843847417822
OG0000007.976	OG0001562.24	OG0001235.24	OG0001674.0
-0.24982229440694287	-1.1847524936393254	-0.9928044985957962	-1.4540316308947074
OG0001961.2	OG0001418.30	OG0000032.252	OG0001511.22
-1.0926478158286288	-0.6139616401113864	-0.3082871842179762	-0.5432989689917948
OG0000054.0	OG0000577.45	OG0001093.24	OG0001480.22	OG0001008.28
-0.11450372678347603	-3.1341603478413376	-1.0303245368567977	-1.6029637591278236	-1.1491205849119288
OG0001129.24	OG0000026.45	OG0001847.4	OG0014717.1	OG0002057.0
-1.4876213919244545	-0.1413028099616662	-2.3488679220832784	-1.6082322800440032	-0.6064739677716448
OG0007566.10	OG0001409.1	OG0001442.1	OG0002233.0	OG0000012.918
-2.0017322736212373	-1.9590374522215022	-1.068241312155092	-1.145924537878446	-0.17576167339628612
OG0001821.4	OG0001516.22	OG0000032.252	OG0000925.1
-0.8970060066766743	-1.3729535406075914	-0.3082871842179762	-1.4196615258042915
OG0000054.0	OG0000101.90	OG0002053.0	OG0001078.24
-0.11450372678347603	-1.5182877379966961	-1.0194628075549568	-2.0661252582846443
OG0002164.0	OG0020422.0	OG0000865.1	OG0001384.1	OG0000006.561
-1.2518823067144322	-2.586405917590825	-0.023563039826121193	-1.25256963166354	-0.17266872938773947
OG0001502.26	OG0002140.0	OG0000918.1	OG0000276.63	OG0000056.0
-2.2155797753822157	-1.0791731728110858	-1.9029286294560968	-2.233786498018345	0.25229454120183664
OG0000054.0	OG0001125.24	OG0002110.0	OG0005497.18	OG0001144.24
-0.11450372678347603	-1.3566055465201077	-0.8929817501178796	-2.6339716008428806	-1.1840967231549033
OG0001937.2	OG0000829.5	OG0001311.5	OG0000012.918	OG0019389.0
-1.766602735898117	-0.668180151977398	-1.2202780187929276	-0.17576167339628612	-1.0877333719335505
OG0000054.0	OG0000101.90	OG0001492.24	OG0001210.24	OG0016111.4
-0.11450372678347603	-1.5182877379966961	-1.1325779246916947	-0.8094483479677298	-1.3269863847103913
OG0000529.60	OG0001938.0	OG0001000.24	OG0000018.289	OG0018395.0
-1.6975932054422744	-0.9029286294560968	-0.43791635730384093	-0.18885782633069192	-2.8049044228227817
OG0002222.0	OG0000056.0	OG0002114.0	OG0000453.2
-1.1561769108731044	0.25229454120183664	-1.6924548981004137	-0.9298854973386719
OG0001274.24	OG0002154.0	OG0000181.164	OG0000006.561
-1.896468790122007	-0.7319249774656762	-1.2139055323709569	-0.17266872938773947
OG0002175.0	OG0001032.24	OG0000026.45	OG0000453.2
-0.7590140959752614	-1.107181572204967	-0.1413028099616662	-0.9298854973386719
OG0000909.26	OG0001132.24	OG0017889.0	OG0000675.1	OG0000012.918
-1.288416992526039	-1.443791328260415	-1.743230857238659	-1.4108117885091431	-0.17576167339628612
OG0000010.475	OG0001447.24	OG0001300.1	OG0000853.1
0.007339046008161679	-0.43869830585463065	-1.547088335060036	-0.6510877590058004
OG0000054.0	OG0013890.2	OG0002103.0	OG0001885.0	OG0002170.0
-0.11450372678347603	-1.4699292577749161	-0.9728459484962734	-1.077649896309218	0.15587873270414274
OG0001936.0	OG0000984.24	OG0000012.918	OG0001063.0
-1.478346171733372	-1.243318260190996	-0.17576167339628612	-0.35052249446826406
OG0001067.24	OG0000026.45	OG0002236.0	OG0002073.0
-0.97171375692089	-0.1413028099616662	-0.5521563556379148	-0.6707041518974848
OG0000002.1788	OG0017873.2	OG0002053.0	OG0000709.10	OG0001801.0
0.2893623404769398	-2.2202780187929276	-1.0194628075549568	-0.4967530458506262	-0.9384311507319972
OG0000011.1	OG0001414.24	OG0000377.2	OG0000383.2
0.5140970048942337	0.12446048627433613	-0.7926068695416644	-1.629947344284086
OG0001222.24	OG0001352.26	OG0020688.0	OG0000026.45	OG0000833.0
-0.8510008374122356	-1.4851960144282268	-1.6877995373623218	-0.1413028099616662	-1.1275258029487878
OG0016142.4	OG0001661.0	OG0001853.0	OG0001438.24	OG0000082.1
-1.6985294125100983	-0.6001179899733253	-1.046325015550513	-1.0631076980109506	-0.853866171106625
OG0016097.1	OG0000638.38	OG0002154.0	OG0001280.24	OG0000006.561
-1.366615291442657	-1.3047188048551392	-0.7319249774656762	-1.3518106972818624	-0.17266872938773947
OG0001209.1	OG0001398.24	OG0010533.4	OG0000038.0	OG0001688.16
-1.1558554189406567	-0.642504296774766	-1.781404798449143	-0.5428785420499038	-0.5456135097711425
OG0000011.1	OG0001453.1	OG0001859.0	OG0001147.24
0.5140970048942337	-0.9825056205407275	-1.3529157873710465	-1.0779544229680562
OG0000405.0	OG0020586.0	OG0000770.1	OG0000038.0	OG0001305.24
-0.8079321155203496	-1.8841677013474352	-0.6538089702009304	-0.5428785420499038	-1.2754370346933293
OG0001699.1	OG0001218.24	OG0000038.0	OG0012945.3	OG0000270.2
-1.9083340124781873	-0.7582818254032986	-0.5428785420499038	-2.4081291299366665	-1.5141610331209452
OG0016176.0	OG0002088.0	OG0000011.1	OG0001423.30	OG0001189.24
-1.8099541131055612	-0.7133553789835607	0.5140970048942337	-1.373701051008195	-1.4532413295652276
OG0001049.26	OG0000865.1	OG0000367.3	OG0000012.918	OG0004480.1
-1.0421596732937675	-0.023563039826121193	-1.498586333124219	-0.17576167339628612	-2.0226834370912896
OG0001439.24	OG0001080.1	OG0019425.0	OG0001674.0	OG0000006.561
-0.30489701435952116	1.1629189615457785	-3.3540217245972155	-1.4540316308947074	-0.17266872938773947
OG0000007.976	OG0000894.25	OG0001186.24	OG0001304.24
-0.24982229440694287	-1.168771306825942	-0.752437002928646	-1.7878664924662442
OG0000007.976	OG0000816.36	OG0014752.4	OG0000834.30	OG0000383.2
-0.24982229440694287	-1.1143475487004126	-0.9928044985957962	-0.5610684580654551	-1.629947344284086
OG0000007.976	OG0001274.24	OG0007024.2	OG0001457.24	OG0000004.33
-0.24982229440694287	-1.896468790122007	-2.5924840880536992	-1.2712522745702424	-1.5265767297208033
OG0000007.976	OG0001332.24	OG0001057.24	OG0001462.24	OG0007883.4
-0.24982229440694287	-1.0424567992428948	-2.0291463456595165	-2.3147325934831584	-1.99136969485656
OG0002079.0	OG0001082.24	OG0000056.0	OG0000453.2
-0.49228146000831885	-1.2426353276145088	0.25229454120183664	-0.9298854973386719
OG0000054.0	OG0001084.24	OG0001253.24	OG0001387.26
-0.11450372678347603	-1.2972538144757388	-1.7273795453370082	-1.5079930244060455
OG0001191.24	OG0001352.26	OG0011357.4	OG0000082.1	OG0000916.24
-1.2042330522176077	-1.4851960144282268	-3.187050040544251	-0.853866171106625	-0.17869796011047026
OG0000011.1	OG0002056.0	OG0000984.24	OG0002038.0
0.5140970048942337	-0.8193428924399235	-1.243318260190996	-0.7280962937367248
OG0001218.24	OG0002014.0	OG0001764.0	OG0011338.3	OG0000056.0
-0.7582818254032986	-0.7128823642118189	-1.4035418604410144	-2.389866923543938	0.25229454120183664
OG0000482.64	OG0001430.24	OG0001332.24	OG0008287.4	OG0000012.918
-0.49899404685899096	-0.9086048139883	-1.0424567992428948	-2.9434164716336326	-0.17576167339628612
OG0000054.0	OG0001279.24	OG0012087.2	OG0000885.24	OG0001324.24
-0.11450372678347603	-1.2159148572652432	-3.1558554189406562	-0.4611638922585346	-0.7013416844354848
OG0001265.24	OG0008756.0	OG0000010.475	OG0001181.24	OG0001189.24
-1.541198058410986	-2.085588555718989	0.007339046008161679	-0.8627588082884077	-1.4532413295652276
OG0001067.24	OG0002035.0	OG0007613.14	OG0000082.1	OG0001920.0
-0.97171375692089	-0.19050323599911453	-2.369594528517677	-0.853866171106625	-0.06612525828464447
OG0001173.24	OG0001583.18	OG0000278.126	OG0000056.0
-1.0040452120579488	-0.5711072382140845	-1.9230305236848892	0.25229454120183664
OG0002186.0	OG0006903.2	OG0001956.0	OG0000026.45	OG0000946.1
-0.4609652970292457	-1.4611638922585346	-2.7888631730177247	-0.1413028099616662	-0.8180705623099331
OG0000007.976	OG0001813.8	OG0009951.0	OG0000489.0	OG0000738.19
-0.24982229440694287	-0.6604064990346017	-1.1697446758323171	-0.9107730579296045	-0.9985580258260937
OG0001435.1	OG0008040.2	OG0001572.24	OG0000001.1420	OG0001934.0
-1.0200478420483303	-3.196276993225842	-1.0825300533208069	-0.01727103870140411	-0.5506763430092204
OG0001173.24	OG0000367.174	OG0001215.24	OG0002089.0	OG0000032.252
-1.0040452120579488	-2.2189341015640367	-0.61285807160283	-0.5220118918983483	-0.3082871842179762
OG0000010.475	OG0013467.4	OG0000559.30	OG0000453.2	OG0001598.16
0.007339046008161679	-2.074000581443777	-1.033864894562046	-0.9298854973386719	-1.4398720239187364
OG0000007.976	OG0001436.24	OG0000728.24	OG0001291.1
-0.24982229440694287	-0.104542258507317	-0.2368434162587132	-1.3699673661062333
OG0000011.1	OG0002102.0	OG0001130.24	OG0001287.24	OG0009299.6
0.5140970048942337	-2.3503385593573003	-0.4635491698052915	0.21175983301211862	-1.0558912008920451
OG0000007.976	OG0000741.0	OG0001635.0	OG0001247.24	OG0011708.0
-0.24982229440694287	-1.2598063829795652	-0.5517333399360452	-1.117787378107137	-1.9340141705014147
OG0000026.45	OG0000615.1	OG0009296.0	OG0001198.26	OG0001686.0
-0.1413028099616662	-1.113098732313508	-1.415037499278844	-0.7742315035704033	-0.43012009385192357
OG0001953.2	OG0000038.0	OG0002086.0	OG0001637.1	OG0016187.1
-1.7764538840471817	-0.5428785420499038	-1.624599071093643	-0.5838088061047857	-2.55979192498625
OG0000982.24	OG0001120.26	OG0001208.24	OG0008266.0	OG0000012.918
-1.2705559931663366	-1.3057883922321096	-1.1788612625092965	-1.3503385593573005	-0.17576167339628612
OG0000002.1788	OG0010043.0	OG0000735.1	OG0001926.0	OG0000543.45
0.2893623404769398	-1.6652029248661149	-1.0436459153546316	-1.405069330187608	-0.5829441401868507
OG0001258.24	OG0001735.3	OG0000082.1	OG0000543.45
-2.0825300533208067	-2.0588936890535687	-0.853866171106625	-0.5829441401868507
OG0000007.976	OG0001497.24	OG0001254.24	OG0011653.12	OG0001238.24
-0.24982229440694287	-0.8344417455388263	-2.386845571568701	-3.3950177881344756	-0.8293057663129167
OG0000979.1	OG0000002.1788	OG0001270.1	OG0007333.0	OG0000803.36
-0.7326439882161124	0.2893623404769398	-1.7374465726807091	-3.5772503055702884	-1.7466157641999256
OG0001060.26	OG0000002.1788	OG0001942.0	OG0000504.24	OG0000747.125
-0.9387076615217063	0.2893623404769398	-0.4759363242227893	-0.9719967215272475	-2.555544953886064
OG0013945.4	OG0000931.1	OG0001536.0	OG0001324.24	OG0000018.289
-2.0546919530749523	-0.9241251330248723	-0.6371093573341396	-0.7013416844354848	-0.18885782633069192
OG0000002.1788	OG0000578.0	OG0001051.24	OG0001322.24	OG0017883.2
0.2893623404769398	-0.23446525363702297	-1.2937125877569264	-0.7971121665298566	-1.204565508732707
OG0000026.45	OG0002005.0	OG0002128.0	OG0001189.24
-0.1413028099616662	-1.3785693322095522	-0.8147677457698391	-1.4532413295652276
OG0001581.24	OG0001075.1	OG0008680.0	OG0002141.0	OG0000056.0
-0.9222101113563324	-1.2958362805460346	-1.8426975336810263	-1.1256358091751368	0.25229454120183664
OG0000730.24	OG0000001.1420	OG0000895.1	OG0001028.24
-0.42488133265145234	-0.01727103870140411	-1.215244771307591	-0.9235777245413976
OG0000497.40	OG0000713.24	OG0007424.1	OG0001086.0	OG0000018.289
-0.7060410209713055	-1.139235797371172	-2.787866492466244	-0.5872726614083572	-0.18885782633069192
OG0001340.24	OG0009284.2	OG0002097.0	OG0001235.24	OG0000006.561
-1.3386152238202416	-1.1847524936393254	-0.5777669993169522	-0.9928044985957962	-0.17266872938773947
OG0009303.0	OG0000456.0	OG0001377.24	OG0000056.0	OG0000803.36
-1.420047531168705	-0.9134879534257182	-0.8873665830147547	0.25229454120183664	-1.7466157641999256
OG0009195.0	OG0000371.2	OG0000406.0	OG0000018.289	OG0000828.16
-2.016249351645075	-0.599680677135515	-0.7776900207356844	-0.18885782633069192	-0.5756153284619034
OG0000011.1	OG0001292.1	OG0001191.24	OG0020606.0	OG0001886.0
0.5140970048942337	-1.3147325934831586	-1.2042330522176077	-1.7004036512159049	-0.548986757056027
OG0000741.0	OG0001132.24	OG0000056.0	OG0002153.0
-1.2598063829795652	-1.443791328260415	0.25229454120183664	-1.383077757881299
OG0000054.0	OG0000678.1	OG0000562.7	OG0001283.1
-0.11450372678347603	-0.951205819739195	-1.3951695629008973	-1.1561769108731044
OG0000816.36	OG0000011.1	OG0001261.1	OG0000726.25
-1.1143475487004126	0.5140970048942337	-1.1985929816342817	-0.48398485299633537
OG0002211.0	OG0000018.289	OG0000895.1	OG0006983.0	OG0000706.25
-0.77324487673018	-0.18885782633069192	-1.215244771307591	-1.277533975528909	-0.8622341919041214
OG0006878.0	OG0000591.2	OG0001274.24	OG0000299.1	OG0000012.918
-1.25773503295987	-0.8398542745954207	-1.896468790122007	-0.8820390472675833	-0.17576167339628612
OG0000847.24	OG0002100.0	OG0000002.1788	OG0015189.0	OG0001422.30
-1.50635266602479	-1.233108061588777	0.2893623404769398	-1.624599071093643	-0.8277685311745187
OG0002248.0	OG0001403.24	OG0000078.263	OG0020500.0	OG0000018.289
-0.48661032240315855	-1.132261648237312	-1.768567591552035	-2.1297339296040176	-0.18885782633069192
OG0002059.0	OG0020456.0	OG0001584.0	OG0000018.289	OG0001257.24
-0.6230428855222725	-1.4035418604410144	-1.176902852650796	-0.18885782633069192	-0.9770995978899212
OG0000002.1788	OG0000032.86	OG0001371.24	OG0012912.2	OG0000884.25
0.2893623404769398	-1.3451978742102095	-1.1000510138103283	-3.3854880247731476	-1.4158071418902627
OG0000007.976	OG0001357.24	OG0009165.0	OG0002089.0	OG0001567.1
-0.24982229440694287	-0.84295628985442	-1.0433485444289392	-0.5220118918983483	-1.190009416024795
OG0002186.0	OG0001230.26	OG0002103.0	OG0007643.2	OG0000012.918
-0.4609652970292457	-0.938984225318372	-0.9728459484962734	-2.9556758311877984	-0.17576167339628612
OG0000926.24	OG0001292.1	OG0020430.0	OG0000038.0	OG0000995.5
-0.8533447778805348	-1.3147325934831586	-1.5998993169845188	-0.5428785420499038	-1.5572422423652288
OG0001933.0	OG0014725.1	OG0001190.24	OG0000056.0	OG0001257.24
-1.1759246437484379	-1.498586333124219	-1.5700359564830535	0.25229454120183664	-0.9770995978899212
OG0000054.0	OG0001935.0	OG0002104.0	OG0001275.26	OG0009207.3
-0.11450372678347603	-0.9069807668664552	-1.4481148965282753	-1.7695510237924936	-2.372579930598799
OG0001343.24	OG0012124.4	OG0001397.24	OG0000032.252	OG0000754.0
-1.6766875822420972	-3.35225263174416	-1.3277104474813686	-0.3082871842179762	-0.5324074912870507
OG0001399.24	OG0011907.0	OG0001291.1	OG0000001.1420	OG0001934.0
-1.3168874781868323	-2.595968860378175	-1.3699673661062333	-0.01727103870140411	-0.5506763430092204
OG0001421.30	OG0001278.2	OG0000232.19	OG0020750.0	OG0000012.918
-1.243318260190996	-3.6859415911417392	-1.3008037548517561	-2.729291666280785	-0.17576167339628612
OG0001666.14	OG0000011.1	OG0000547.0	OG0000667.13	OG0019409.0
-1.2695122007362238	0.5140970048942337	-0.9153914246821905	-0.3174267026524216	-2.186393225126173
OG0000010.475	OG0020528.0	OG0000078.263	OG0001011.1	OG0000863.32
0.007339046008161679	-0.8094483479677298	-1.768567591552035	-0.835728602319259	-0.9751130006868205
OG0000010.475	OG0001305.24	OG0011391.12	OG0001943.0	OG0001028.24
0.007339046008161679	-1.2754370346933293	-3.458941185692272	-1.6020875398230947	-0.9235777245413976
OG0001087.24	OG0000038.0	OG0001094.26	OG0001321.26	OG0016122.4
-0.8218909239056749	-0.5428785420499038	-1.0898813815372526	-0.2278609687786466	-2.887900420223765
OG0001376.24	OG0000006.561	OG0001335.24	OG0000828.16	OG0011645.0
-1.2856006030695974	-0.17266872938773947	-1.8730271437422348	-0.5756153284619034	-1.4410466976497114
OG0000011.1	OG0000812.32	OG0020478.0	OG0001636.12	OG0001229.1
0.5140970048942337	-2.3320624720210756	-2.824188006278269	-1.4277894066876917	-1.6679509162510255
OG0001572.24	OG0001078.24	OG0000032.86	OG0000006.561
-1.0825300533208069	-2.0661252582846443	-1.3451978742102095	-0.17266872938773947
OG0015166.0	OG0001182.24	OG0000012.918	OG0002038.0	OG0001028.24
-1.3681041409461958	-1.0991235338421013	-0.17576167339628612	-0.7280962937367248	-0.9235777245413976
OG0002002.0	OG0001235.24	OG0010963.0	OG0000012.918	OG0001219.24
-1.3496030533302108	-0.9928044985957962	-2.8825709164131057	-0.17576167339628612	-1.2463954637200048
OG0002056.0	OG0000026.45	OG0001536.0	OG0001880.0
-0.8193428924399235	-0.1413028099616662	-0.6371093573341396	-0.84295628985442
OG0000010.475	OG0001295.24	OG0009886.7	OG0001252.1	OG0002105.0
0.007339046008161679	-1.0703604742791153	-2.5162229100488513	-0.705570397890672	-1.3448313823904083
OG0001395.1	OG0000010.475	OG0000405.0	OG0010904.1	OG0000299.1
-1.561068458065455	0.007339046008161679	-0.8079321155203496	-0.7871194336556152	-0.8820390472675833
OG0001430.24	OG0016200.2	OG0002145.0	OG0000863.32	OG0000032.252
-0.9086048139883	-0.9607212046486324	-0.512513650651464	-0.9751130006868205	-0.3082871842179762
OG0000578.0	OG0013582.0	OG0001066.26	OG0002019.0	OG0000012.918
-0.23446525363702297	-1.2677742231246545	-1.045431429247006	-1.2838431475703935	-0.17576167339628612
OG0001360.24	OG0002213.0	OG0001583.18	OG0000001.1420
-1.3433663454116158	-0.8229113978940324	-0.5711072382140845	-0.01727103870140411
OG0000054.0	OG0000382.41	OG0002099.0	OG0001500.24	OG0014772.1
-0.11450372678347603	-1.7863727614880525	-0.8160371651574051	-1.454426943964968	-2.73792771160159
OG0000011.1	OG0001956.0	OG0008679.1	OG0001686.0	OG0001050.0
0.5140970048942337	-2.7888631730177247	-2.1456053222468996	-0.43012009385192357	-0.39137997563950755
OG0001432.24	OG0002176.0	OG0014693.4	OG0000082.1	OG0001133.24
-1.8714426350262425	-0.6266023508057881	-1.7700429914156375	-0.853866171106625	-1.5100460986686943
OG0014635.1	OG0002092.0	OG0002133.0	OG0000026.45	OG0000559.30
-1.3573446321104978	-1.6730025354342413	-0.5460347346035916	-0.1413028099616662	-1.033864894562046
OG0001409.1	OG0002244.0	OG0012909.2	OG0000504.24	OG0000056.0
-1.9590374522215022	-0.5045094894850606	-2.9235777245413974	-0.9719967215272475	0.25229454120183664
OG0002211.0	OG0000010.475	OG0001259.24	OG0001959.2
-0.77324487673018	0.007339046008161679	-1.5133371067473864	-0.7727518162192668
OG0000010.475	OG0013578.4	OG0001030.26	OG0001361.1	OG0000625.28
0.007339046008161679	-2.301870442546109	-0.947305888696155	-1.0457292298551206	-1.5653317443856478
OG0001049.26	OG0000979.1	OG0007268.0	OG0000494.1	OG0000012.918
-1.0421596732937675	-0.7326439882161124	-1.3970680959303603	-0.5602173105240185	-0.17576167339628612
OG0020724.0	OG0002002.0	OG0000002.1788	OG0001442.1	OG0001696.0
-1.6538089702009304	-1.3496030533302108	0.2893623404769398	-1.068241312155092	-0.7018109298586781
OG0000010.475	OG0001145.3	OG0001069.28	OG0014717.1	OG0001387.26
0.007339046008161679	-1.2782336336613846	-1.144329165559629	-1.6082322800440032	-1.5079930244060455
OG0014735.4	OG0001418.30	OG0002024.0	OG0000001.1420	OG0001736.4
-2.741782610463982	-0.6139616401113864	-0.7022803279564871	-0.01727103870140411	-0.6957226119343248
OG0020480.0	OG0001699.1	OG0000001.1420	OG0001199.24	OG0002105.0
-2.7140651920561276	-1.9083340124781873	-0.01727103870140411	-1.1009790904205832	-1.3448313823904083
OG0000010.475	OG0001299.24	OG0001023.7	OG0001236.24	OG0006508.0
0.007339046008161679	-0.9621258343388799	-0.7526800650201803	-1.3632709872102522	-1.0991235338421013
OG0001416.0	OG0000675.1	OG0000504.24	OG0000056.0
0.16104922490055648	-1.4108117885091431	-0.9719967215272475	0.25229454120183664
OG0012938.1	OG0000038.0	OG0001130.24	OG0001325.24	OG0000854.30
-1.911586990273275	-0.5428785420499038	-0.4635491698052915	-1.234465253637023	-0.526784565929603
OG0002113.0	OG0001438.24	OG0000001.1420	OG0000858.32
-0.8295621314918924	-1.0631076980109506	-0.01727103870140411	-1.4851960144282268
OG0002004.0	OG0000867.24	OG0001244.24	OG0000082.1	OG0014673.4
-1.0752159943555015	-1.3118644115426648	-1.0794780212096609	-0.853866171106625	-3.1078032895345147
OG0002159.0	OG0000002.1788	OG0011530.4	OG0000809.2	OG0001175.1
-0.521804742060834	0.2893623404769398	-2.8458056750072105	-1.5475099907815495	-0.7705351268599081
OG0001032.24	OG0000038.0	OG0000538.0	OG0011686.0	OG0001454.24
-1.107181572204967	-0.5428785420499038	-0.9129445654566243	-2.1022174553385833	-1.7754657367202709
OG0000010.475	OG0007334.0	OG0001233.24	OG0000755.4	OG0002105.0
0.007339046008161679	-3.2297206567902736	-1.22431729826094	-0.7848805754827048	-1.3448313823904083
OG0000007.976	OG0000347.80	OG0002005.0	OG0000392.72	OG0020529.0
-0.24982229440694287	-1.2722973271627618	-1.3785693322095522	-1.4779442508390357	-1.9776676999019436
OG0001348.24	OG0000953.26	OG0010018.0	OG0000038.0	OG0002103.0
-0.9736956756480915	-1.324816374212189	-2.079478021209661	-0.5428785420499038	-0.9728459484962734
OG0001869.2	OG0002210.0	OG0000056.0	OG0010128.0	OG0002321.0
-0.5057380121601112	-0.8086900325542714	0.25229454120183664	-2.475535074035002	-1.5022599113909068
OG0000007.976	OG0002025.0	OG0001011.1	OG0001512.12	OG0014741.4
-0.24982229440694287	-0.5807847399320462	-0.835728602319259	-0.49960583358420474	-1.2873602020691484
OG0000011.1	OG0000463.51	OG0001235.24	OG0000995.5	OG0011885.0
0.5140970048942337	-1.4254624786979369	-0.9928044985957962	-1.5572422423652288	-1.6601784950766576
OG0000011.1	OG0000405.0	OG0001409.1	OG0012760.0	OG0001686.0
0.5140970048942337	-0.8079321155203496	-1.9590374522215022	-2.773984783597012	-0.43012009385192357
OG0001148.24	OG0000026.45	OG0000932.26	OG0018435.0	OG0001164.24
-1.7480688733114134	-0.1413028099616662	-1.0002885678659263	-2.084976336299282	-1.0487106217838669
OG0009161.0	OG0002027.0	OG0000032.252	OG0001260.24	OG0001070.26
-2.7799177393507533	-1.0969617298870882	-0.3082871842179762	-1.453636426114565	-0.8208711712278477
OG0000054.0	OG0006968.0	OG0001224.24	OG0001047.26	OG0000884.25
-0.11450372678347603	-1.8365012677171206	-1.6789955255288762	-1.3419027946486286	-1.4158071418902627
OG0000007.976	OG0001039.1	OG0002036.0	OG0000278.126	OG0015185.2
-0.24982229440694287	-0.7582818254032986	-0.5435092284166207	-1.9230305236848892	-1.4540316308947074
OG0000011.1	OG0000926.24	OG0002093.0	OG0010691.4	OG0001132.24
0.5140970048942337	-0.8533447778805348	-1.0525956651531994	-2.4367442285670116	-1.443791328260415
OG0002147.0	OG0000524.1	OG0000012.918	OG0001428.1
-0.4254624786979365	-0.6492764655589778	-0.17576167339628612	-1.3643848941302572
OG0000007.976	OG0001479.24	OG0002124.0	OG0001304.24	OG0014806.4
-0.24982229440694287	-1.2155797753822157	-0.9224835302979048	-1.7878664924662442	-2.729291666280785
OG0000011.1	OG0002109.0	OG0012705.1	OG0001458.24	OG0000621.39
0.5140970048942337	-0.9748294242650939	-0.8661734727011722	-0.9523220248555244	-0.9953907467474107
OG0001143.26	OG0001155.24	OG0011133.0	OG0000999.14	OG0000001.1420
-0.9376019362015215	-1.2608431742860542	-1.8895031180825979	-0.3015147923431765	-0.01727103870140411
OG0000011.1	OG0015161.0	OG0001246.24	OG0001423.30	OG0002033.0
0.5140970048942337	-3.005782352594006	-0.9711479941525065	-1.373701051008195	-0.7437139294149082
OG0001435.1	OG0000032.252	OG0000828.16	OG0000412.76
-1.0200478420483303	-0.3082871842179762	-0.5756153284619034	-0.7381683412478633
OG0000010.475	OG0002085.0	OG0008781.6	OG0001121.24	OG0001883.0
0.007339046008161679	-0.15184280290092764	-2.67116353577046	-0.8543877528335244	-0.5116906642966368
OG0000510.30	OG0000006.561	OG0001160.24	OG0001527.7
-0.5994620704162712	-0.17266872938773947	-1.343732465205711	-0.33825040018929514
