OG0006804.0	OG0004464.0	OG0000027.457	OG0004617.12	OG0000692.0	OG0000019.257	OG0000177.8	OG0002252.0	OG0006400.2	OG0001698.26	OG0009883.5	OG0004338.2	OG0001643.24	OG0004324.0	OG0000606.2	OG0001967.0	OG0000835.7	OG0004710.2	OG0002346.16	OG0000038.0	OG0000027.1	OG0004835.2	OG0001566.2	OG0000471.2	OG0012896.0	OG0000107.44
-2.0344557997682955	-1.6241542753321765	-2.107803289534515	-3.1532860593285235	-1.613520111403766	-1.7918573526622783	-2.107803289534515	-2.005782352594006	-3.5225920697297517	-2.947305888696155	-3.0576919438438153	-2.2926519125167304	-3.330537769639225	-2.607352856035737	-2.356236145662658	-1.9329120351988534	-2.5803532474685666	-3.2419527181667664	-2.321206927643708	-1.8817731862070524	-1.7403358160513485	-3.0150825945730797	-2.0445383960764985	-2.7553564542606015	-2.3140150132440978	-1.6663472852345864
-1.8690691301735514	-2.3118644115426648	-2.056491198838264	-1.3470317311253557	-1.3147325934831586	-2.954557029238833	-1.6615470596449509	-2.3770696490798233	-1.9702997657845802	-2.8180705623099334	-1.2632652555088026	-1.8344417455388262	-1.707689411795574	-2.173970213500261	-1.4707287562940685	-1.7107557148433576	-1.966347947510003	-2.0603972796439565	-1.3932735249871873	-1.5942254220501242	-2.055891200892045	-1.9467496152977501	-2.163267919540864	-2.2958362805460344	-2.208894429587471	-2.689194568936827
OG0001701.8	OG0009086.4	OG0000032.252	OG0005669.0	OG0002120.0	OG0001238.24	OG0005671.4	OG0000223.2	OG0000132.40	OG0003514.0	OG0000350.8	OG0001620.0	OG0016949.0	OG0001382.24	OG0001553.14	OG0008655.4	OG0000018.842	OG0011936.0	OG0003820.20	OG0000044.1	OG0001844.24	OG0005169.0	OG0008176.2	OG0000486.2	OG0001666.14	OG0010617.4	OG0000045.0
-2.144329165559629	-1.7461317195582806	-1.542458237592193	-2.4336231996788755	-2.4227524644068494	-2.3093594213843067	-2.0991235338421013	-1.6095524220066895	-1.6201572725083175	-1.897543423349266	-1.4568010998066674	-1.3496030533302108	-0.6167242602364955	-2.849960307225847	-2.475535074035002	-1.7107557148433576	-1.4707287562940685	-1.7806610773015332	-2.8900377466011817	-1.859352206845158	-2.7973628738101626	-2.5950968778548695	-2.25635578329374	-1.8349563505169555	-2.0516981876493645	-2.814513995871922	-1.3462979086065388
OG0002954.0	OG0000112.0	OG0000636.1	OG0000059.133	OG0002153.0	OG0000001.1420	OG0019389.0	OG0000015.1	OG0004009.4	OG0002713.0	OG0003588.2	OG0003319.0	OG0001285.1	OG0004460.9	OG0001832.1	OG0000658.0	OG0010773.2	OG0000090.24	OG0007196.4	OG0011353.2	OG0007502.0	OG0000307.20	OG0003842.0	OG0005017.1	OG0001630.0	OG0001668.0	OG0000045.0
-2.437525541903675	-1.2012443860853812	-2.869859864663552	-1.6188273952832024	-2.248793390257147	-1.3147325934831586	-2.0929555251272016	-1.0081017984969645	-2.1430541367175673	-2.599899316984519	-1.7485535684414182	-2.4675334171342618	-3.022097333064992	-2.462753639020927	-1.743230857238659	-2.0493076402243706	-2.8836352433082157	-1.3778192957794075	-2.8401125212694995	-2.5170484866326897	-2.8023861903089258	-1.1504009888485485	-1.9528804514314493	-1.9105018491608974	-2.141143703808664	-1.9528804514314493	-1.3462979086065388
OG0007386.1	OG0000749.2	OG0004029.0	OG0000010.475	OG0004903.1	OG0001210.24	OG0020465.0	OG0001417.24	OG0000575.28	OG0000001.1420	OG0001054.1	OG0000574.1	OG0005576.4	OG0004068.8	OG0000403.25	OG0001659.0	OG0005448.0	OG0005892.2	OG0001861.0	OG0014524.2	OG0000310.18	OG0000473.17	OG0000442.2	OG0000099.0	OG0007486.2	OG0000009.1514	OG0003028.0
-2.2778837621813413	-2.240588467435424	-1.991082905263947	-1.5407782431771522	-2.020925838854548	-2.1733193246821423	-3.547088335060036	-2.498586333124219	-1.9850734557618972	-1.3147325934831586	-1.820106829466452	-2.40621599473934	-1.5968413702571356	-3.0868137745110054	-1.707689411795574	-1.415229871442725	-2.5777669993169523	-1.965220841951981	-1.6940878298433792	-1.106560122683883	-1.6157291074575852	-2.2618807112174233	-1.386468347082073	-1.190667880226499	-2.6762264363085277	-3.2467377807321434	-3.22431729826094
OG0000964.2	OG0012996.0	OG0011670.8	OG0005686.0	OG0001892.0	OG0000007.3	OG0004732.0	OG0000338.41	OG0000350.8	OG0001557.1	OG0007950.0	OG0001707.6	OG0003817.0	OG0008926.4	OG0000044.1	OG0001132.24	OG0001398.24	OG0001172.24	OG0002769.24	OG0000090.24	OG0007539.0	OG0002536.0	OG0002682.12	OG0005613.0	OG0008507.1	OG0000006.561	OG0000012.918
-2.210229022689942	-2.5378429521526056	-3.7898605425983316	-2.464345139503214	-1.8147677457698392	-1.4564051357473986	-2.932361283124637	-1.7690592238760594	-1.4568010998066674	-1.6615470596449509	-1.718094076102808	-2.0017322736212373	-1.8352137218566602	-3.297608415691949	-1.859352206845158	-2.707925050022458	-1.7744782657433966	-2.392137097168765	-1.6443071024337756	-1.3778192957794075	-3.196276993225842	-1.2271853125008065	-2.3699673661062333	-2.3147325934831584	-1.6615470596449509	-1.4663369871769107	-1.4031602455622152
OG0004966.0	OG0002304.1	OG0001956.0	OG0002909.2	OG0004950.0	OG0000815.24	OG0006399.1	OG0000265.0	OG0000200.0	OG0006453.1	OG0016941.0	OG0010619.2	OG0000850.12	OG0005968.0	OG0007546.0	OG0000272.36	OG0007963.6	OG0000013.2	OG0000310.18	OG0001718.1	OG0003620.0	OG0000147.0	OG0003875.2	OG0000006.561	OG0000112.0	OG0002004.0	OG0003526.0
-1.9768156307517366	-2.301870442546109	-4.6518129136030675	-1.947305888696155	-2.4512674682080813	-2.3481331652347563	-1.7183314200271549	-2.897543423349266	-1.6481455608676208	-2.7631706645136003	-1.7249929525001302	-3.250165425587271	-1.9933788198776201	-2.110915901401851	-2.1294182759454148	-1.810207062179741	-2.1529652108804336	-1.2726458463191588	-1.6157291074575852	-2.014499569695115	-2.051399152506644	-2.9669118306678124	-2.8165452458250577	-1.4663369871769107	-1.2012443860853812	-2.0788683888148345	-2.962406924459767
OG0000735.1	OG0014761.4	OG0005643.0	OG0000100.1	OG0002777.4	OG0000209.2	OG0010101.0	OG0003880.0	OG0002661.24	OG0001741.1	OG0000336.0	OG0001730.2	OG0000575.28	OG0010951.0	OG0000559.30	OG0006621.0	OG0000026.45	OG0009839.2	OG0004183.0	OG0007392.0	OG0000012.918	OG0000228.54	OG0000192.0	OG0005851.2	OG0000646.28	OG0002005.0	OG0004677.10
-2.2674268787048018	-2.9029286294560968	-2.446148031818874	-1.4305089080412838	-2.413499444718575	-1.6237096166629486	-2.6268251092468837	-2.203568368934305	-2.7848805754827053	-2.9400910109813148	-2.026205070347394	-2.3291596641184382	-1.9850734557618972	-1.3147325934831586	-2.189022282875856	-1.9470277251860115	-1.1872142911325638	-1.8596139677169439	-1.945082080871042	-1.4607667291339643	-1.4031602455622152	-1.3025820060825506	-1.5657587667480637	-3.129102691334971	-4.136949635194031	-2.5079930244060455	-3.4151913949577875
OG0005153.1	OG0007488.0	OG0000011.866	OG0001538.6	OG0000046.1	OG0009030.0	OG0007665.0	OG0000958.3	OG0000350.8	OG0001557.1	OG0007260.0	OG0000034.305	OG0000000.3460	OG0003933.8	OG0017905.0	OG0005169.0	OG0003984.0	OG0000562.7	OG0001347.26	OG0000090.24	OG0007196.4	OG0001803.6	OG0001057.24	OG0005230.0	OG0004316.0	OG0000012.918
-2.2997378552532965	-1.8282807609121523	-1.3733272473940066	-2.0362299689292374	-1.8293057663129169	-2.3408061050930518	-1.9378782880922025	-1.6585834755212776	-1.4568010998066674	-1.6615470596449509	-2.0709665213541437	-1.8622341919041214	-2.1694201465224596	-2.209227962138	-2.1616532634787693	-2.5950968778548695	-2.518701058452435	-2.975396632859343	-1.7027498788282933	-1.3778192957794075	-2.8401125212694995	-2.288416992526039	-3.2529134169721816	-2.15072126746922	-3.084364376569687	-1.4031602455622152
OG0000750.0	OG0000334.9	OG0000878.5	OG0005184.0	OG0000010.475	OG0008700.2	OG0000007.3	OG0003320.8	OG0007101.0	OG0012965.0	OG0010757.0	OG0002033.0	OG0003696.0	OG0000026.45	OG0000932.26	OG0000044.1	OG0000047.282	OG0009861.0	OG0001285.1	OG0004565.2	OG0000796.20	OG0005468.0	OG0001089.2	OG0006136.0	OG0001851.13	OG0000112.0	OG0005848.4
-2.3118644115426648	-2.089267338097087	-2.046325015550513	-2.5521563556379148	-1.5407782431771522	-2.5640514351394663	-1.4564051357473986	-1.890037746601182	-2.088346762691468	-0.9683225035492398	-2.1942948151614887	-1.735763848956453	-2.1231196628370834	-1.1872142911325638	-1.9340141705014147	-1.859352206845158	-2.4104282460262545	-1.0323886895413121	-3.022097333064992	-2.0709665213541437	-3.0469210473874924	-2.435963338133392	-1.8195974931713508	-2.3093594213843067	-2.087426774325152	-1.2012443860853812	-3.960159735468209
OG0001701.8	OG0012686.0	OG0003731.0	OG0008179.0	OG0000121.128	OG0000000.3428	OG0005438.0	OG0003097.12	OG0001730.2	OG0000001.1420	OG0006704.0	OG0001271.1	OG0002233.0	OG0006249.0	OG0006725.0	OG0005665.0	OG0000039.0	OG0000169.16	OG0000771.24	OG0002511.6	OG0000699.1	OG0000035.64	OG0000120.105	OG0000431.12	OG0002050.0	OG0000112.0	OG0008181.8
-2.144329165559629	-1.6483716708972176	-2.3481331652347563	-2.6268251092468837	-2.13384372432621	-2.5649048483799026	-2.4916727707196795	-2.370340300072608	-2.3291596641184382	-1.3147325934831586	-1.987645869592126	-2.521183470950585	-2.091725081520941	-1.7252314342001343	-2.699934863221239	-2.239225505557113	-1.3222888137393203	-1.6402539530945293	-2.1165355818976774	-2.196938324908699	-2.0606981859003164	-1.6321816563938067	-1.4847921809641793	-1.708867987991247	-1.9702997657845802	-1.2012443860853812	-2.9029286294560968
OG0001488.22	OG0006486.0	OG0000349.0	OG0006875.0	OG0000078.263	OG0000145.16	OG0002764.20	OG0000575.28	OG0001619.0	OG0000226.4	OG0006103.0	OG0001406.24	OG0000637.34	OG0000047.282	OG0005062.1	OG0005546.6	OG0000261.0	OG0000013.2	OG0000116.0	OG0003769.4	OG0008095.2	OG0000428.54	OG0001851.13	OG0000006.561	OG0005545.0	OG0006143.2
-2.286304185156641	-1.6075726617862782	-2.286304185156641	-2.566185915541973	-2.729291666280785	-2.086201035049304	-1.911586990273275	-1.9850734557618972	-1.5794906495110967	-1.5361683204603513	-2.798868033092113	-2.465938397578882	-2.173970213500261	-2.4104282460262545	-2.0797219463164875	-1.7683218382014894	-1.837532132384696	-1.2726458463191588	-1.732164607902385	-1.8905725733138459	-1.8308446411691064	-2.208894429587471	-2.087426774325152	-1.4663369871769107	-3.0174170530774096	-2.9765317194960947
OG0002164.0	OG0000735.1	OG0011482.0	OG0000334.9	OG0005210.0	OG0000010.475	OG0004971.4	OG0008701.2	OG0006198.4	OG0000020.431	OG0004581.24	OG0000043.242	OG0004678.12	OG0000857.0	OG0000187.1	OG0002222.0	OG0000048.325	OG0000887.1	OG0004700.0	OG0000048.122	OG0005285.0	OG0003273.0	OG0001861.0	OG0006237.0	OG0000307.20	OG0000359.28	OG0000054.0
-2.2310746644362487	-2.2674268787048018	-1.7004036512159049	-2.089267338097087	-2.6971253296344155	-1.5407782431771522	-2.140825544133565	-2.252225928257295	-2.0673340518542216	-1.708867987991247	-1.8688056482915498	-1.1639142882975944	-2.3408061050930518	-1.9839316313723467	-1.5274082542630671	-2.5137490111158916	-3.139235797371172	-1.589007712779105	-2.0637107053513444	-1.92631684638356	-2.3011592297927903	-2.3673595241343683	-1.6940878298433792	-2.1341603478413376	-1.1504009888485485	-1.63464340296952	-1.5576668766702486
OG0005422.0	OG0000100.1	OG0000010.475	OG0000592.34	OG0000349.0	OG0008528.0	OG0003838.7	OG0014828.2	OG0005686.0	OG0012693.2	OG0001221.1	OG0001584.0	OG0004805.0	OG0004009.4	OG0000056.0	OG0003535.14	OG0001707.6	OG0000018.842	OG0000048.122	OG0002075.0	OG0011422.0	OG0000391.20	OG0000442.2	OG0002612.0	OG0013578.4	OG0005460.0	OG0000815.24
-2.0490091001217245	-1.4305089080412838	-1.5407782431771522	-1.6588112275212596	-2.286304185156641	-3.3075728019102923	-3.416885331796445	-2.435963338133392	-2.464345139503214	-2.712173132714919	-1.9342898359347342	-2.8064174749183515	-1.6517675807607293	-2.1430541367175673	-1.357714316940423	-1.5859727408750985	-2.0017322736212373	-1.4707287562940685	-1.92631684638356	-1.9334629976042088	-2.9765317194960947	-1.7485535684414182	-1.386468347082073	-1.5758303511973621	-2.370340300072608	-2.707453812049662	-2.3481331652347563
OG0000011.866	OG0000283.1	OG0000119.0	OG0003370.4	OG0002051.0	OG0006592.0	OG0000010.475	OG0000256.24	OG0005477.0	OG0000187.1	OG0002222.0	OG0001753.20	OG0001230.26	OG0005139.28	OG0004466.4	OG0000923.0	OG0001003.24	OG0005248.24	OG0007449.1	OG0003611.2	OG0009894.3	OG0000002.585	OG0000169.16	OG0004054.20	OG0000359.28	OG0005092.2	OG0004961.2
-1.3733272473940066	-2.0606981859003164	-2.414268267034073	-1.4831779765542241	-2.0673340518542216	-1.1729939903610231	-1.5407782431771522	-1.3681041409461958	-1.8290494466816325	-1.5274082542630671	-2.5137490111158916	-1.6467896443759993	-2.014499569695115	-3.4131920304747334	-2.9126729482025246	-1.6228207102633614	-1.764395467236701	-2.8857662555729124	-1.455613533510315	-2.4402634755670176	-3.0637107053513444	-1.9356689537540164	-1.6402539530945293	-2.9428616956064584	-1.63464340296952	-2.1700692781603577	-2.9948156241402772
OG0000081.1	OG0005485.2	OG0006257.0	OG0001321.26	OG0003197.4	OG0000512.25	OG0003189.0	OG0000001.1420	OG0006082.0	OG0000994.2	OG0012210.0	OG0000784.0	OG0004307.0	OG0012692.2	OG0000018.842	OG0004469.6	OG0001626.24	OG0000103.296	OG0000658.0	OG0000228.54	OG0002052.0	OG0000090.24	OG0000116.0	OG0007216.0	OG0003800.0	OG0000012.918
-2.2048980418771755	-3.129102691334971	-2.4212061673232474	-1.9189331195081119	-1.8318714704230512	-2.054392296818628	-1.798868033092113	-1.3147325934831586	-1.5674681212618837	-2.3255393484397415	-2.2901800320230836	-1.8054085972262663	-1.7514651638613212	-2.6753045864107796	-1.4707287562940685	-2.7216583413783577	-1.8577826381961766	-2.414268267034073	-2.0493076402243706	-1.3025820060825506	-1.703219582573575	-1.3778192957794075	-1.732164607902385	-2.6411536693949014	-1.8507406345003772	-1.4031602455622152
OG0000032.252	OG0000334.9	OG0000878.5	OG0001249.1	OG0000018.289	OG0000046.1	OG0007195.0	OG0008321.0	OG0005315.0	OG0006784.2	OG0005864.6	OG0000318.0	OG0002214.0	OG0001865.0	OG0007186.0	OG0000048.122	OG0000378.2	OG0020477.0	OG0004024.2	OG0001416.0	OG0004412.2	OG0000442.2	OG0002556.2	OG0006659.0	OG0003077.15	OG0000015.773	OG0001467.10
-1.542458237592193	-2.089267338097087	-2.046325015550513	-3.0150825945730797	-1.58337640836713	-1.8293057663129169	-2.061902438925907	-2.8401125212694995	-3.291945228671648	-3.1857367086002184	-3.243318260190996	-2.677610316549785	-1.4558113933530294	-2.5734668618833267	-2.415037499278844	-1.92631684638356	-2.1351106355302503	-3.060096436135226	-2.486812479629145	-2.005203073308613	-2.1491205849119286	-1.386468347082073	-1.9086048139883	-3.3735515179399758	-2.089267338097087	-0.9905094970525475	-1.8406291533397972
OG0004225.4	OG0007516.0	OG0008106.2	OG0000119.0	OG0004976.2	OG0000749.2	OG0007151.0	OG0000288.2	OG0000062.12	OG0002857.4	OG0005199.18	OG0001058.26	OG0005072.2	OG0005463.3	OG0004120.0	OG0000196.0	OG0000011.1	OG0002471.0	OG0003245.3	OG0000048.122	OG0017864.0	OG0000486.2	OG0000004.33	OG0000713.24	OG0000310.18	OG0001509.22	OG0000054.0
-1.7998723457263979	-2.389866923543938	-3.180495303958067	-2.414268267034073	-3.1610079067062595	-2.240588467435424	-2.1909972250609138	-1.8458056750072103	-2.5538496598709073	-1.9172974106697507	-3.284264741682362	-2.006941609418847	-2.0788683888148345	-2.3584539709124765	-1.8458056750072103	-1.1752728727678972	-1.347949534477697	-2.434402824145775	-0.8061651893461619	-1.92631684638356	-2.5666131908422645	-1.8349563505169555	-2.7700429914156377	-2.4223657347326695	-1.6157291074575852	-2.132261648237312	-1.5576668766702486
OG0001091.2	OG0000987.19	OG0010933.0	OG0002324.4	OG0000121.128	OG0005243.10	OG0000018.289	OG0000495.1	OG0001394.24	OG0002095.0	OG0000350.8	OG0001656.2	OG0010598.0	OG0004564.10	OG0003818.6	OG0000002.1788	OG0000075.0	OG0006062.24	OG0002762.6	OG0008340.0	OG0005109.6	OG0000180.0	OG0001601.50	OG0000192.0	OG0000263.57	OG0003542.0	OG0001857.4
-2.9197516699078796	-1.8494403234246188	-2.499809820158018	-2.355497627581064	-2.13384372432621	-2.085588555718989	-1.58337640836713	-2.3883554566263383	-2.255666652618641	-1.9674759343078005	-1.4568010998066674	-1.9428616956064582	-1.8972746899889121	-2.0083919916068416	-1.917569900054051	-1.3932735249871873	-1.5942254220501242	-2.808942760073686	-1.7004036512159049	-1.951205819739195	-2.2505086383974753	-1.341171575656346	-1.863283615511688	-1.5657587667480637	-3.435338929969181	-1.6560805736318118	-2.0391917746110204
OG0001064.24	OG0000604.1	OG0000735.1	OG0002909.2	OG0000302.34	OG0000429.0	OG0007789.0	OG0006605.0	OG0005993.0	OG0001550.0	OG0001608.24	OG0004821.2	OG0006082.0	OG0003837.0	OG0004868.2	OG0002399.4	OG0000011.1	OG0000834.30	OG0000228.54	OG0001776.0	OG0000088.3	OG0000269.0	OG0000169.16	OG0006150.0	OG0010955.0	OG0001803.6	OG0000054.0
-2.5166356392866507	-2.0991235338421013	-2.2674268787048018	-1.947305888696155	-1.9584766378156495	-1.886299500835272	-3.1090475285429777	-1.6926880609358124	-2.5137490111158916	-2.148161027150656	-1.332425734024981	-2.389866923543938	-1.5674681212618837	-1.7636604608316264	-2.49817873457909	-1.3377033376632852	-1.347949534477697	-2.2997378552532965	-1.3025820060825506	-2.0121698234627274	-1.6936210892890369	-2.168771306825942	-1.6402539530945293	-2.0697546816853354	-1.911586990273275	-2.288416992526039	-1.5576668766702486
OG0000245.24	OG0000837.0	OG0002909.2	OG0002841.0	OG0000927.0	OG0001139.24	OG0006459.10	OG0014531.2	OG0000001.1420	OG0004124.0	OG0000015.1	OG0000226.4	OG0000780.24	OG0005315.0	OG0003172.0	OG0010705.0	OG0001462.24	OG0000486.2	OG0001668.0	OG0000413.2	OG0000018.1	OG0006192.0	OG0010728.0	OG0002939.24	OG0000007.976	OG0003198.2
-1.367731784500487	-1.6513143306656128	-1.947305888696155	-1.7093396881886447	-1.9417527831453374	-2.6766875822420975	-1.9796578204828141	-2.965784284662087	-1.3147325934831586	-1.6335239064899043	-1.0081017984969645	-1.5361683204603513	-1.8841677013474352	-3.291945228671648	-2.15072126746922	-2.2310746644362487	-4.041209281269352	-1.8349563505169555	-1.9528804514314493	-2.4320652135221836	-1.5678957765313228	-1.4212061673232474	-1.837532132384696	-2.3233715117570313	-1.3154505308161575	-2.0555912954672277
OG0001732.10	OG0005652.0	OG0003689.1	OG0005854.2	OG0000265.0	OG0001567.1	OG0002141.0	OG0000724.26	OG0003403.0	OG0000350.8	OG0002821.0	OG0000000.3758	OG0000056.0	OG0012123.0	OG0010702.0	OG0000486.2	OG0005473.2	OG0000285.1	OG0001118.24	OG0018987.0	OG0005222.2	OG0005700.0	OG0000646.28	OG0002185.6	OG0000006.561	OG0000837.0	OG0014990.0
-2.9612828924271466	-2.084976336299282	-2.8049044228227817	-2.165207895235545	-2.897543423349266	-3.364533480055605	-2.379319758775699	-2.105628450038725	-2.1880358246898064	-1.4568010998066674	-2.576905945850098	-2.5047141706290357	-1.357714316940423	-1.7292916662807851	-1.9822205874387653	-1.8349563505169555	-2.2709040918628958	-2.0634091701760617	-2.483581358366132	-2.3100746891435735	-2.672082742581352	-1.8698598646635514	-4.136949635194031	-2.268121651191569	-1.4663369871769107	-1.6513143306656128	-1.991656541470665
OG0002569.7	OG0004106.0	OG0000109.0	OG0007125.8	OG0000429.0	OG0000001.1420	OG0002222.0	OG0000958.3	OG0011222.2	OG0001334.24	OG0000026.45	OG0004119.0	OG0000257.0	OG0002852.4	OG0008171.0	OG0012894.0	OG0000785.2	OG0004569.0	OG0000088.3	OG0007894.0	OG0000269.0	OG0000814.1	OG0003831.0	OG0005693.0	OG0002028.0	OG0000837.0	OG0005134.0
-2.004334590263891	-1.9691695698467255	-1.6975932054422744	-2.911586990273275	-1.886299500835272	-1.3147325934831586	-2.5137490111158916	-1.6585834755212776	-1.8546486144273802	-2.3291596641184382	-1.1872142911325638	-1.7764538840471817	-1.5253303408390566	-2.188693388530219	-2.2082275957226343	-2.411963028129394	-1.494718788546733	-2.1821311982720135	-1.6936210892890369	-1.5602173105240187	-2.168771306825942	-2.355497627581064	-2.038598926835721	-2.204233052217608	-1.7173822785186517	-1.6513143306656128	-2.7670936989931696
OG0002909.2	OG0000109.0	OG0006273.0	OG0016996.0	OG0001246.24	OG0000092.1	OG0002284.0	OG0000007.3	OG0000429.0	OG0006394.0	OG0000709.10	OG0006461.4	OG0000625.28	OG0003786.18	OG0001222.24	OG0000318.0	OG0000759.38	OG0004612.0	OG0004735.28	OG0002195.39	OG0009973.0	OG0005743.0	OG0000230.58	OG0002822.4	OG0000006.561	OG0000012.918	OG0003526.0
-1.947305888696155	-1.6975932054422744	-1.233108061588777	-2.386845571568701	-2.4679324477109694	-1.905628789407483	-1.690590950759881	-1.4564051357473986	-1.886299500835272	-1.8556925327369578	-1.387600316571993	-3.095419565078682	-2.0291463456595165	-1.5940076403241632	-2.1857367086002184	-2.677610316549785	-2.629054587423364	-1.6124168804553891	-1.8447688837007212	-1.83341308592955	-2.41119543298445	-1.9905094970525476	-1.4121549907457225	-1.5199417307727447	-1.4663369871769107	-1.4031602455622152	-2.962406924459767
OG0000283.1	OG0002909.2	OG0000577.54	OG0000010.475	OG0005335.0	OG0005940.0	OG0000043.242	OG0000046.1	OG0000420.0	OG0005041.0	OG0004939.0	OG0000350.8	OG0003102.40	OG0000056.0	OG0000850.12	OG0000139.0	OG0008458.0	OG0001352.26	OG0000317.0	OG0003229.0	OG0006519.0	OG0006811.0	OG0002122.0	OG0005899.0	OG0000074.152	OG0004692.0
-2.0606981859003164	-1.947305888696155	-3.213570916796944	-1.5407782431771522	-2.5968413702571356	-2.448114896528275	-1.1639142882975944	-1.8293057663129169	-1.712645914970793	-1.6371093573341398	-1.8820390472675834	-1.4568010998066674	-1.9148473194368616	-1.357714316940423	-1.9933788198776201	-1.5587290095614008	-4.129102691334971	-2.208894429587471	-1.6574452545226799	-3.4863273498680676	-2.0394882898809756	-1.9953907467474106	-3.1354275372428675	-2.874084450525277	-1.6375581658743559	-1.6060347243397572
OG0003049.0	OG0007495.0	OG0000638.38	OG0002615.8	OG0006461.4	OG0000589.0	OG0009815.0	OG0002141.0	OG0000127.0	OG0000226.4	OG0005696.4	OG0014589.0	OG0000239.0	OG0013543.0	OG0009088.0	OG0001861.0	OG0005258.0	OG0000012.918	OG0000169.16	OG0005890.2	OG0000307.20	OG0002131.0	OG0002897.1	OG0000847.24	OG0000006.561	OG0000225.48
-2.0165411884096764	-2.8395960741399864	-2.947862376664825	-1.9105018491608974	-3.095419565078682	-1.6208226711091924	-1.4441838449383604	-2.379319758775699	-1.4623560380701153	-1.5361683204603513	-2.107181572204967	-3.205563338195578	-1.7107557148433576	-3.067334051854221	-1.8701235391668696	-1.6940878298433792	-1.8714426350262425	-1.4031602455622152	-1.6402539530945293	-2.9235777245413974	-1.1504009888485485	-2.104076998076231	-2.0588936890535687	-3.168771306825942	-1.4663369871769107	-1.5307391533840016
OG0005128.2	OG0000109.0	OG0000953.26	OG0009033.6	OG0007022.0	OG0000018.289	OG0006284.0	OG0001191.24	OG0000054.0	OG0000758.2	OG0001707.6	OG0006641.0	OG0000075.0	OG0003701.0	OG0007186.0	OG0000920.27	OG0000261.0	OG0000090.24	OG0000246.0	OG0000483.0	OG0002293.0	OG0001913.2	OG0007599.0	OG0002897.1	OG0004607.0	OG0010748.0	OG0005827.2
-1.6210445388590935	-1.6975932054422744	-2.7398538734910325	-2.068241312155092	-2.175272872767897	-1.58337640836713	-1.6526745083661978	-2.222296244872902	-1.5576668766702486	-1.8730271437422348	-2.0017322736212373	-1.859352206845158	-1.5942254220501242	-1.9241251330248723	-2.415037499278844	-2.5868392244091862	-1.837532132384696	-1.3778192957794075	-1.7636604608316264	-2.055891200892045	-1.4043053931610798	-1.9632505235721318	-1.751951001562794	-2.0588936890535687	-2.834441745538826	-3.1090475285429777	-1.9997114898418764
OG0005115.3	OG0000369.1	OG0000349.0	OG0000046.1	OG0001284.24	OG0004744.2	OG0000007.585	OG0008569.0	OG0004382.22	OG0010592.6	OG0000145.283	OG0000966.4	OG0001265.24	OG0000196.0	OG0000276.72	OG0002852.4	OG0001132.24	OG0004614.0	OG0000486.2	OG0001635.0	OG0003629.0	OG0003385.20	OG0006139.0	OG0000006.561	OG0000012.918
-2.0730896932471135	-1.519528054772523	-2.286304185156641	-1.8293057663129169	-3.208894429587471	-2.0215114670504883	-1.347215245091244	-2.2905328986118283	-2.15072126746922	-1.7150121530621574	-2.5378429521526056	-1.4108117885091431	-2.808942760073686	-1.1752728727678972	-2.1584293626044833	-2.188693388530219	-2.707925050022458	-2.4104282460262545	-1.8349563505169555	-1.4246876693125632	-2.0273808609918476	-1.9788045754855104	-2.7036894392919075	-1.4663369871769107	-1.4031602455622152
OG0003977.1	OG0006556.0	OG0000638.38	OG0000010.475	OG0002483.10	OG0000349.0	OG0005889.4	OG0000001.1420	OG0000209.146	OG0004290.0	OG0003285.0	OG0011193.0	OG0000764.26	OG0004605.20	OG0006111.2	OG0000075.0	OG0002311.24	OG0005107.4	OG0000869.2	OG0001115.24	OG0000307.20	OG0011368.6	OG0002335.4	OG0000263.57	OG0001037.26	OG0000837.0
-3.3857895914633946	-1.9567955014348324	-2.947862376664825	-1.5407782431771522	-3.131629303260768	-2.286304185156641	-2.47513393541407	-1.3147325934831586	-2.040971781056306	-2.1344770408600366	-2.2961905334737542	-2.0688464694797744	-2.834441745538826	-2.6099927379084407	-2.7022803279564873	-1.5942254220501242	-2.3759459088898995	-1.7169079418249529	-3.0	-1.8609234849538883	-1.1504009888485485	-3.5937028011275864	-2.366987359798269	-3.435338929969181	-2.0493076402243706	-1.6513143306656128
OG0004201.6	OG0000119.0	OG0000334.9	OG0000636.1	OG0006036.0	OG0001401.24	OG0011350.0	OG0001311.5	OG0008243.0	OG0000005.318	OG0002590.0	OG0001361.1	OG0011222.2	OG0018965.0	OG0000011.1	OG0000239.0	OG0003974.4	OG0001048.24	OG0000048.122	OG0000228.54	OG0010749.0	OG0000009.1514	OG0004749.2	OG0001467.10	OG0003775.0	OG0000006.561	OG0003376.12
-1.7502512849164311	-2.414268267034073	-2.089267338097087	-2.869859864663552	-1.5678957765313228	-2.0505024187944283	-3.0606981859003164	-1.9635318329307085	-2.700872591587623	-2.9345655540513667	-2.3978282092466205	-2.4235262348951694	-1.8546486144273802	-2.4281775931667964	-1.347949534477697	-1.7107557148433576	-1.99136969485656	-2.6303939299681622	-1.92631684638356	-1.3025820060825506	-3.0709665213541433	-3.2467377807321434	-2.1090475285429777	-1.8406291533397972	-1.951205819739195	-1.4663369871769107	-2.405069330187608
