OG0000038.0	OG0004617.12	OG0000019.257	OG0009883.5	OG0004464.0	OG0000606.2	OG0000027.1	OG0002252.0	OG0001967.0	OG0000107.44	OG0000177.8	OG0000692.0	OG0004835.2	OG0000835.7	OG0006400.2	OG0004338.2	OG0004324.0	OG0002346.16	OG0006804.0
OG0004772.2	OG0000307.20	OG0000310.18	OG0002213.0	OG0006844.0	OG0001089.2	OG0004106.0	OG0000105.0	OG0005310.0	OG0005305.2	OG0000121.14	OG0000196.0	OG0004215.0	OG0004536.0	OG0000473.1	OG0000027.457	OG0000120.105	OG0000283.1	OG0009858.0
-0.5704643737218034	-0.13336891930599895	-0.14082554413356455	-0.8229113978940324	-1.3029379195026087	-0.6252665219687858	-1.1009790904205832	0.3918776772778659	-1.0773454339168487	-0.534286680404036	-1.4177330466494877	-0.21089678249861854	-1.1143475487004126	-1.6822328614877802	-1.0472191556726504	-0.9018499789079885	-0.5544851616978876	-1.3100746891435733	-2.1354275372428675
OG0000483.0	OG0000307.20	OG0003828.1	OG0001923.1	OG0004433.4	OG0005223.0	OG0001764.0	OG0001583.18	OG0000032.252	OG0004571.0	OG0006082.0	OG0000110.3	OG0009815.0	OG0000112.0	OG0003876.1	OG0004757.2	OG0000075.0	OG0009795.0	OG0003176.17
-0.9683225035492398	-0.13336891930599895	-1.4819685073978306	0.1713349473987682	-0.9853590531182468	-2.218262612121666	-1.4035418604410144	-0.5711072382140845	-0.3082871842179762	-0.8437328369481963	-0.4367442285670112	-0.4639470997597903	-1.1206078971695157	-0.1919857109104024	-1.0957278661891388	-0.9301603749313656	-0.44929630375211244	-2.7592582687846603	-0.6852454777188786
OG0003521.2	OG0000011.866	OG0004557.0	OG0000575.28	OG0010074.0	OG0005871.0	OG0000958.3	OG0012732.0	OG0000854.30	OG0000090.24	OG0008458.0	OG0000121.128	OG0004812.0	OG0000320.0	OG0000060.0	OG0000732.24	OG0004382.22	OG0005885.2	OG0003696.0
-1.4250750219906556	0.3951725059957788	-0.7774427086512716	-0.6810758359699232	-0.8919105081597029	-1.8442507673220554	-0.7288133984027473	-1.0981966497492561	-0.526784565929603	0.15328652099086262	-2.6339716008428806	-0.9810810178369486	-1.1275258029487878	-0.24348904385984163	-0.3237325917341102	-0.6771488756244091	-0.8178162308785316	0.9687174738074495	-0.5004219529898684
OG0000116.0	OG0001525.51	OG0000074.152	OG0000007.976	OG0004244.2	OG0000090.24	OG0000974.2	OG0003607.0	OG0000187.1	OG0003795.5	OG0013962.0	OG0003568.0	OG0001415.1	OG0008606.0	OG0004569.0	OG0006522.0	OG0004560.0	OG0000120.105	OG0013514.0
-0.7560872411268253	-1.3154505308161575	-0.5625591756364571	-0.24982229440694287	-1.6192705514964514	0.15328652099086262	-0.9340141705014147	-0.8127389951583031	-0.2067283455019175	-1.2979631040873163	-2.127210631993763	-1.0715728231243147	-0.7062763900950659	-1.1995866873612426	-0.989363363891263	-2.1916561403685035	-1.4449691988177917	-0.5544851616978876	-1.9208437933823566
OG0000116.0	OG0003686.4	OG0005135.4	OG0001480.22	OG0002260.4	OG0004106.0	OG0000032.252	OG0000343.0	OG0000169.16	OG0004396.0	OG0000730.24	OG0002791.5	OG0000442.2	OG0004219.22	OG0003614.8	OG0009867.4	OG0006418.0	OG0014066.4	OG0000391.20
-0.7560872411268253	-1.7350432820351775	-1.6569902174456101	-1.6029637591278236	-0.8367589148364569	-1.1009790904205832	-0.3082871842179762	-0.009698583431293964	-0.3176064889372687	-0.9762478641010051	-0.42488133265145234	-1.6592668394122683	-0.22617242101930626	-2.1134108350818184	-1.5294891648227245	-2.938984225318372	-2.4469344559543953	-0.3402580727822305	-0.35328433892264566
OG0000015.773	OG0003875.2	OG0000334.9	OG0000046.1	OG0004372.18	OG0001704.6	OG0000923.0	OG0002148.0	OG0005918.2	OG0000090.24	OG0005145.0	OG0007198.0	OG0011965.0	OG0001609.10	OG0006042.4	OG0009918.2	OG0000014.1	OG0004733.0	OG0000002.1788
0.24744147114440776	-1.8401125212694995	-0.4353779475630195	-0.4065984188743529	-1.9833610578862109	-0.1885289694701641	0.7399344890375401	-0.47834617173337196	-1.088960414355713	0.15328652099086262	-1.0929555251272016	-1.088960414355713	-1.9428616956064582	-0.7027498788282933	-0.5585165204173554	-1.796360305986015	-0.4737308279347723	-0.8520421186128988	0.2893623404769398
OG0000018.842	OG0000119.0	OG0010508.0	OG0002554.10	OG0012261.0	OG0006104.0	OG0001517.22	OG0002537.22	OG0006884.2	OG0000750.0	OG0004933.6	OG0004976.2	OG0000124.174	OG0000779.1	OG0004494.1	OG0000027.457	OG0000142.14	OG0000435.0	OG0009865.0
-0.48559996096338387	-0.8567372069613801	-1.5026686647697254	-0.9026588912032982	-2.359934417467107	-1.0445383960764985	-1.1031469271032934	-1.4081291299366663	-3.548438067391804	-0.6604064990346017	-1.1956159645586584	-1.71928118638199	-1.8468432119385798	-1.3284348738289469	-1.139235797371172	-0.9018499789079885	-0.09557370739849257	0.490672809713238	-1.48883561141615
OG0002954.0	OG0005367.4	OG0006038.0	OG0000192.0	OG0003540.0	OG0000010.64	OG0003607.0	OG0002084.0	OG0003239.9	OG0000990.0	OG0000228.54	OG0005904.2	OG0008087.2	OG0006866.0	OG0000180.0	OG0000012.918	OG0003155.34	OG0000245.24
-0.7670936989931695	-1.0788683888148347	-0.9666298615394078	-0.7107557148433575	-0.5280322123384842	-0.09403302480772001	-0.8127389951583031	-0.5728229453178999	-0.7720125412654069	-0.5141610331209452	-0.48964565918638664	-1.3982084161379738	-1.9742624385863918	-0.5597919249862502	-0.15826835651750287	-0.17576167339628612	-0.950090477556942	-0.6384562020321349
OG0007742.2	OG0009779.2	OG0005073.0	OG0000018.289	OG0000958.3	OG0000001.425	OG0004399.0	OG0000090.24	OG0008940.1	OG0000338.41	OG0000200.0	OG0000942.24	OG0000501.29	OG0002514.2	OG0001617.48	OG0006082.0	OG0002802.20	OG0005764.0	OG0000239.0
-1.479150349591925	-1.7690592238760594	-1.0743043386911122	-0.18885782633069192	-0.7288133984027473	0.661840791305371	-1.1909972250609138	0.15328652099086262	-1.8160371651574052	0.7966808083669082	-0.1934697107404345	-0.9542774642653994	-1.1143475487004126	-1.164237581305309	-0.9467496152977498	-0.4367442285670112	-0.7410590318944938	-1.2115648515269444	-0.4494932990471394
OG0001420.22	OG0005325.0	OG0010118.0	OG0001557.1	OG0006119.2	OG0005239.0	OG0008896.6	OG0002219.0	OG0000056.0	OG0000336.0	OG0000350.8	OG0000992.0	OG0002286.10	OG0004843.6	OG0000075.0	OG0005886.2	OG0000142.14	OG0005460.0	OG0016023.0
0.5647195944430954	-0.6898925909039422	-0.8903051351740702	-0.8517817278458553	-2.9567955014348324	-1.39744810252834	-1.2598063829795652	-0.5401487492943315	0.25229454120183664	-0.4330387576855113	-0.40144422667648927	-0.36123105558305013	0.4255667240752513	-2.407363571393423	-0.44929630375211244	-1.3815733833540693	-0.09557370739849257	-1.7065117976244923	-1.9132162338579333
OG0005141.0	OG0005940.0	OG0000438.1	OG0000006.561	OG0000978.1	OG0002335.4	OG0006124.2	OG0000001.425	OG0005321.29	OG0002521.0	OG0000318.0	OG0003916.0	OG0000196.0	OG0000228.54	OG0002420.1	OG0005088.0	OG0003161.14	OG0000391.20	OG0004390.1
-1.808942760073686	-0.7004036512159048	-1.3190455863542412	-0.17266872938773947	-1.189351252217354	-1.0368218438261088	-1.0724827538015236	0.661840791305371	-1.652447723009936	-0.4717287528967239	-0.8614476248473515	-1.0679388286565756	-0.21089678249861854	-0.48964565918638664	-2.346664773208869	-1.689194568936827	-0.5525794954095031	-0.35328433892264566	-0.6208226711091924
OG0003993.4	OG0005494.2	OG0012687.0	OG0003331.17	OG0005458.0	OG0000192.0	OG0007840.0	OG0002897.1	OG0009785.0	OG0001664.2	OG0000169.16	OG0000518.24	OG0002231.0	OG0000799.22	OG0000265.0	OG0000042.314	OG0000027.457	OG0000710.0	OG0005105.0
-1.306858773169714	-0.7388904710906985	-2.224991612384405	-0.28103566424046145	-0.476538408828129	-0.7107557148433575	-1.277883762181341	-0.36123105558305013	-2.681307166851665	0.7975110886849958	-0.3176064889372687	-0.7720125412654069	-1.4386983058546305	-0.6031828971309623	-1.097270360766624	-0.2813863010245155	-0.9018499789079885	-0.6517675807607293	-1.5985879746361915
OG0000263.57	OG0006748.0	OG0003897.10	OG0005097.2	OG0004725.0	OG0001770.0	OG0005142.2	OG0000100.1	OG0000239.0	OG0001339.1	OG0003399.1	OG0000200.0	OG0001609.10	OG0000350.8	OG0004575.0	OG0005024.14	OG0008123.0	OG0000012.918	OG0003984.0
0.818932344010497	-1.1798414652698352	-0.9021195659480868	-1.045431429247006	-0.5172549546174271	-0.6989977439671857	-0.05304461335688118	-0.00926292132896792	-0.4494932990471394	-0.8213809574666819	-0.8762013915373783	-0.1934697107404345	-0.7027498788282933	-0.40144422667648927	-0.8049044228227816	-2.1360615495760285	-1.0388953202709472	-0.17576167339628612	-1.3781942652528345
OG0005684.2	OG0004030.3	OG0000310.18	OG0007189.2	OG0002487.0	OG0000192.0	OG0000923.0	OG0012718.0	OG0005882.2	OG0000043.242	OG0004559.0	OG0001042.5	OG0002304.1	OG0000027.457	OG0000711.2	OG0000753.0	OG0004479.1	OG0003198.2	OG0003984.0
-0.5922665690120673	-0.26551797778881464	-0.14082554413356455	-1.3327890875191293	-1.322649622804822	-0.7107557148433575	0.7399344890375401	-1.0606981859003164	-2.0991235338421013	-0.1305233660345985	-0.7434723731077908	-0.8280246233099011	-0.7161967290716342	-0.9018499789079885	-0.05304461335688118	-1.4077462998850927	-1.6452093507689292	-1.366615291442657	-1.3781942652528345
OG0004512.2	OG0000483.0	OG0003593.0	OG0006040.0	OG0000785.2	OG0002000.0	OG0001388.12	OG0000923.0	OG0003960.4	OG0003983.0	OG0011421.0	OG0000032.252	OG0002521.0	OG0005109.6	OG0002185.6	OG0000169.16	OG0000000.3460	OG0002590.0	OG0012342.2
-0.9170249727422318	-0.9683225035492398	-1.4579896444633909	-1.550887680450584	-0.6060347243397574	-0.7324042781481208	-0.8583056380354691	0.7399344890375401	-0.7497660191732456	-0.8788519435246895	-1.2065618582775808	-0.3082871842179762	-0.4717287528967239	-1.5215976219627267	-1.386091221203337	-0.3176064889372687	-1.0534937013109786	-0.7495234474970307	-2.1488006614067063
OG0000646.28	OG0001911.24	OG0007295.0	OG0000099.0	OG0001388.12	OG0004966.0	OG0012704.0	OG0003403.0	OG0000486.2	OG0000169.16	OG0000746.0	OG0000349.0	OG0008583.6	OG0000145.16	OG0000993.25	OG0002863.0	OG0010710.2	OG0000002.1788	OG0004299.0
-0.21943792382894028	-0.6504082574432482	-1.5678957765313228	0.19421315631120725	-0.8583056380354691	-1.165531478289697	-0.8967373733939153	-1.2625728172709412	-0.6604064990346017	-0.3176064889372687	-0.7145385948629639	-0.4111954329844497	-2.3408061050930518	-1.130049652341001	-0.9373256372366076	-0.24656661207311956	-1.656535323845471	0.2893623404769398	-1.2926519125167302
OG0000045.0	OG0004376.0	OG0003629.0	OG0004841.20	OG0002419.38	OG0001626.24	OG0001063.0	OG0000100.1	OG0003514.0	OG0000187.1	OG0002906.4	OG0000799.22	OG0002577.26	OG0006248.4	OG0000092.1	OG0012182.2	OG0000032.86	OG0000710.0	OG0000239.0
-0.2716005413289375	-2.162944843726976	-0.5405683813627027	-2.1700692781603577	-1.0025991910479572	-0.6321816563938067	-0.35052249446826406	-0.00926292132896792	-0.8839014477634204	-0.2067283455019175	-0.6957226119343248	-0.6031828971309623	-1.0107156402523292	-1.7744782657433966	0.8123750005659496	-0.7324042781481208	-1.3451978742102095	-0.6517675807607293	-0.4494932990471394
OG0000044.1	OG0000018.842	OG0007120.0	OG0002077.0	OG0002408.0	OG0000139.0	OG0000933.24	OG0000109.0	OG0006435.14	OG0001664.2	OG0013097.0	OG0002676.20	OG0003795.5	OG0003865.0	OG0000035.64	OG0003505.8	OG0006866.0	OG0005199.18	OG0000010.475
-0.6009930135276029	-0.48559996096338387	-1.974829424265094	0.03857665145232347	-1.3959286763311392	-0.6077925010310296	-0.3923264396509436	-0.30953820508128127	-0.9467496152977498	0.7975110886849958	-0.6636023437864612	-0.831614694585248	-1.2979631040873163	-0.6373337441517455	0.0001442622910945383	-2.207561069935362	-0.5597919249862502	-2.8614476248473513	0.007339046008161679
OG0005097.2	OG0000119.0	OG0000359.28	OG0003051.0	OG0002209.38	OG0000621.39	OG0003607.0	OG0006601.0	OG0005047.0	OG0000349.0	OG0005669.0	OG0005244.10	OG0000442.2	OG0000196.0	OG0001101.24	OG0003156.4	OG0000012.918	OG0004635.2	OG0007178.0
-1.045431429247006	-0.8567372069613801	-0.5942254220501242	-0.17283135070796904	-1.22364329916394	-0.9953907467474107	-0.8127389951583031	-1.98564470702293	-1.0797829340377831	-0.4111954329844497	-0.8632836155116881	-1.7197563041339832	-0.22617242101930626	-0.21089678249861854	-1.2172559636048	-1.1341603478413376	-0.17576167339628612	-1.1857367086002184	-1.0843643765696869
OG0007186.0	OG0000646.28	OG0000006.561	OG0002763.0	OG0000923.0	OG0001626.24	OG0000043.242	OG0000090.24	OG0000794.20	OG0003188.1	OG0000198.0	OG0003565.14	OG0004809.0	OG0000196.0	OG0002678.0	OG0004278.24	OG0002622.0	OG0003068.0	OG0006529.0
-0.9537184967880897	-0.21943792382894028	-0.17266872938773947	-0.8142602905972175	0.7399344890375401	-0.6321816563938067	-0.1305233660345985	0.15328652099086262	-0.21407286926621943	-0.6179414910239317	-0.3989691306511904	-1.7903594860724001	-1.7379277116015897	-0.21089678249861854	-0.21273471724829843	-1.0421596732937675	-0.30329392074831124	-0.5454029434654504	-2.1165355818976774
OG0000005.318	OG0000483.0	OG0000307.20	OG0000334.9	OG0004473.2	OG0002335.4	OG0004165.10	OG0000100.1	OG0000002.585	OG0004140.14	OG0000392.72	OG0006498.0	OG0001617.48	OG0004327.0	OG0003385.20	OG0003639.0	OG0003301.0	OG0000002.1788	OG0002296.2
-1.488026018218199	-0.9683225035492398	-0.13336891930599895	-0.4353779475630195	-1.4977712511585333	-1.0368218438261088	-0.8972746899889117	-0.00926292132896792	-0.7004036512159048	-2.1053180261449205	-1.4779442508390357	-1.2068948519411222	-0.9467496152977498	-0.13099723532474775	-1.050801268104847	-0.78413506084676	-0.15248407195955307	0.2893623404769398	-0.4459514927489034
OG0000045.0	OG0002761.0	OG0007160.0	OG0004461.4	OG0000000.3460	OG0000498.0	OG0001609.10	OG0005082.2	OG0011496.6	OG0000088.3	OG0000196.0	OG0003385.20	OG0000482.64	OG0005115.3	OG0009963.2	OG0006143.2	OG0000435.0	OG0005747.14	OG0000245.24
-0.2716005413289375	-0.45047867921036217	-1.0816137655536522	-1.626379626754263	-1.0534937013109786	-0.4868124796291447	-0.7027498788282933	-1.453636426114565	-1.3551285102601587	-0.11434754870041268	-0.21089678249861854	-1.050801268104847	-0.49899404685899096	-0.21240037308900625	-1.392894616241506	-1.0643139648378215	0.490672809713238	-1.233108061588777	-0.6384562020321349
OG0000045.0	OG0000307.20	OG0000139.0	OG0000933.24	OG0011908.0	OG0004580.6	OG0003219.0	OG0004810.0	OG0003000.1	OG0005081.18	OG0005664.4	OG0002821.0	OG0000176.0	OG0006159.0	OG0000930.24	OG0000225.48	OG0006135.0	OG0000967.4	OG0000245.24
-0.2716005413289375	-0.13336891930599895	-0.6077925010310296	-0.3923264396509436	-2.8572598278839183	-1.677148875624409	-0.4953287646142607	-1.890037746601182	-0.86801549124347	-1.0409717810563062	-1.5462453931483024	-1.0531942938094603	-0.33387969740416884	-2.5487756978733103	-0.9205706849970848	-0.3057883922321096	-0.08865355589642802	-1.195946441032647	-0.6384562020321349
OG0003233.6	OG0000307.20	OG0001734.7	OG0000001.2899	OG0011369.2	OG0011368.6	OG0002882.0	OG0004966.0	OG0000043.242	OG0002778.0	OG0001643.24	OG0005447.3	OG0006580.0	OG0000112.0	OG0005636.2	OG0001986.24	OG0004868.2	OG0000239.0	OG0000010.475
-0.4414384681995431	-0.13336891930599895	-0.8246989660997565	-0.3641991832410402	-1.9506480408647084	-3.414114469790615	-0.23463499245019467	-1.165531478289697	-0.1305233660345985	-0.7941070724923293	-1.1587514286937521	-2.4227524644068494	-1.6117553466077006	-0.1919857109104024	-0.4459514927489034	-1.0616012814170608	-0.5574545438946958	-0.4494932990471394	0.007339046008161679
OG0003993.4	OG0000018.842	OG0000011.866	OG0002954.0	OG0004994.3	OG0000294.0	OG0000310.18	OG0001575.2	OG0002131.0	OG0005976.0	OG0000074.152	OG0003376.12	OG0000035.64	OG0001801.0	OG0004647.0	OG0007118.0	OG0005917.0	OG0006135.0
-1.306858773169714	-0.48559996096338387	0.3951725059957788	-0.7670936989931695	-1.7173822785186517	-0.5213905315954883	-0.14082554413356455	-0.4012536838457442	-0.46195854666633634	-1.8546486144273802	-0.5625591756364571	-1.4043053931610798	0.0001442622910945383	-0.9384311507319972	-0.2368434162587132	-1.7695510237924936	-0.9601597354682089	-0.08865355589642802
OG0004142.0	OG0010591.0	OG0000007.3	OG0000192.0	OG0003754.0	OG0006797.2	OG0000207.1	OG0003731.0	OG0000109.0	OG0001567.1	OG0000837.0	OG0002447.0	OG0000598.0	OG0004469.6	OG0004320.3	OG0000302.34	OG0000876.20	OG0002506.0	OG0000039.0
-0.5014427519009832	-1.0540927027897475	-0.23565384492254624	-0.7107557148433575	-0.911044317691782	-0.9548366483967755	-0.038302594280321775	-0.7025150842894256	-0.30953820508128127	-1.190009416024795	0.21921499579542392	-1.190009416024795	-0.1898448469216803	-1.0028882793248266	-1.9268652953697847	-0.896200256842332	-0.718331420027155	-0.5344956303704944	-0.03637791489059239
OG0004452.2	OG0006332.2	OG0011296.2	OG0005121.0	OG0002399.4	OG0004977.0	OG0000105.0	OG0002801.16	OG0000986.24	OG0000794.20	OG0000187.1	OG0006085.0	OG0000021.914	OG0003997.0	OG0000121.128	OG0000196.0	OG0000320.0	OG0001707.6	OG0000039.0
-1.127210631993763	-0.798868033092113	-2.1956159645586584	0.7407980680414706	-0.43791635730384093	-0.4291485165770805	0.3918776772778659	-0.5848903677724204	-1.0147910526824464	-0.21407286926621943	-0.2067283455019175	-0.321747769277367	-1.5420380555473154	-0.7355236199922996	-0.9810810178369486	-0.21089678249861854	-0.24348904385984163	-0.23514432874529573	-0.03637791489059239
OG0004370.2	OG0005472.6	OG0000071.0	OG0000048.122	OG0002857.4	OG0000360.67	OG0002777.4	OG0006119.2	OG0005962.0	OG0000007.976	OG0000090.24	OG0001245.24	OG0007805.4	OG0001601.50	OG0006146.0	OG0000350.8	OG0009061.6	OG0000047.282	OG0003068.0
-1.030619235058392	-0.957075554826159	-0.24331826019099598	-0.7157227819448722	-0.925768605814208	-1.473530495359169	-0.8114724732255982	-2.9567955014348324	-1.6161713128375652	-0.24982229440694287	0.15328652099086262	-1.0643139648378215	-2.1733193246821423	-0.9274139529314037	-1.7485535684414182	-0.40144422667648927	-1.134793803412827	-0.4221724087637519	-0.5454029434654504
OG0003098.12	OG0000013.2	OG0003980.9	OG0002296.2	OG0002777.4	OG0000923.0	OG0000105.0	OG0002729.16	OG0000009.1	OG0005145.0	OG0000343.0	OG0002265.0	OG0001402.24	OG0015371.0	OG0004494.1	OG0000142.14	OG0000261.0	OG0003500.0	OG0005535.2
-1.2165852546011395	0.07464243793449277	-1.0840584940198523	-0.4459514927489034	-0.8114724732255982	0.7399344890375401	0.3918776772778659	-1.4134994447185751	-0.4394806784556317	-1.0929555251272016	-0.009698583431293964	-1.087426774325152	-0.588573754273535	-0.678995525528876	-1.139235797371172	-0.09557370739849257	-0.7946074870103151	-1.3673595241343683	-1.8991568755668882
OG0011980.0	OG0000006.561	OG0001102.24	OG0003819.2	OG0003578.0	OG0011996.0	OG0005247.0	OG0010608.0	OG0002822.4	OG0003203.2	OG0002869.0	OG0000200.0	OG0000349.0	OG0000081.1	OG0000007.585	OG0000112.0	OG0005921.2	OG0000643.24	OG0005277.8
-1.3298848187157055	-0.17266872938773947	-1.3309732344903695	-1.5623461216538077	-0.6533550784114732	-2.583808806104786	-1.2870081105382027	-2.0643139648378215	-0.22095044716254147	-0.4246876693125632	-1.309001920443092	-0.1934697107404345	-0.4111954329844497	-0.890037746601182	-0.3949798469375905	-0.1919857109104024	-1.2764851241261952	-0.8596139677169436	-1.0294408032665983
OG0000575.28	OG0000018.289	OG0001497.24	OG0000257.0	OG0002471.0	OG0000132.40	OG0006790.0	OG0005306.0	OG0000442.2	OG0003256.1	OG0002802.20	OG0015310.0	OG0001643.24	OG0000145.16	OG0002863.0	OG0001986.24	OG0009003.0	OG0005460.0	OG0000239.0
-0.6810758359699232	-0.18885782633069192	-0.8344417455388263	0.0001442622910945383	-1.4131151871478154	-0.12406270353362446	1.5543923862102873	-0.31437375874908885	-0.22617242101930626	-1.1985929816342817	-0.7410590318944938	-0.4088950949352212	-1.1587514286937521	-1.130049652341001	-0.24656661207311956	-1.0616012814170608	-1.1929748745013562	-1.7065117976244923	-0.4494932990471394
OG0006119.2	OG0001770.0	OG0008121.6	OG0000109.0	OG0001387.26	OG0003121.6	OG0003387.0	OG0003535.14	OG0000104.33	OG0006695.2	OG0000246.0	OG0000349.0	OG0004745.0	OG0000841.0	OG0001720.16	OG0000265.0	OG0000054.0	OG0004693.0	OG0000245.24
-2.9567955014348324	-0.6989977439671857	-1.9567955014348324	-0.30953820508128127	-1.5079930244060455	-0.43362319967887547	-1.497363882797535	-0.3120435059555183	-1.443791328260415	-1.9776676999019436	-0.5324074912870507	-0.4111954329844497	-0.615287037577954	-0.7086321957146922	-0.6060347243397574	-1.097270360766624	-0.11450372678347603	-0.6762264363085275	-0.6384562020321349
OG0006373.0	OG0003714.0	OG0007439.0	OG0000139.0	OG0001257.24	OG0001467.10	OG0003880.0	OG0000285.1	OG0000056.0	OG0009002.5	OG0011965.0	OG0005431.0	OG0005646.0	OG0000269.0	OG0000350.8	OG0000386.0	OG0000121.128	OG0003833.22	OG0004511.10
-0.4731299136431733	-0.859090493458338	-1.7036894392919077	-0.6077925010310296	-0.9770995978899212	0.8287128122300234	-0.6741531017611848	-1.0528949484321255	0.25229454120183664	-2.2841944674408476	-1.9428616956064582	-1.2604974943896143	-1.858305638035469	-0.5409881355236181	-0.40144422667648927	-0.5075827599241425	-0.9810810178369486	-1.1850804906944814	-0.601211852366231
OG0004452.2	OG0001922.12	OG0005948.0	OG0005527.6	OG0001020.31	OG0000349.0	OG0000869.2	OG0005859.0	OG0000001.1420	OG0009937.0	OG0000176.0	OG0000121.128	OG0000112.0	OG0005086.0	OG0002311.24	OG0003459.2	OG0002114.0	OG0005460.0	OG0000625.28
-1.127210631993763	-0.6868702651621483	-1.6223764623642731	-0.5820799921880347	-0.29583628054603456	-0.4111954329844497	-0.6755349936684583	-0.8489205269711884	-0.01727103870140411	-1.6339716008428806	-0.33387969740416884	-0.9810810178369486	-0.1919857109104024	-2.175272872767897	-1.5378429521526054	-0.11044858129598112	-1.6924548981004137	-1.7065117976244923	-1.5653317443856478
OG0000005.318	OG0000334.9	OG0002487.0	OG0004254.44	OG0000099.0	OG0001557.1	OG0004433.4	OG0003382.0	OG0006123.2	OG0003273.0	OG0000090.24	OG0000916.24	OG0006146.0	OG0005626.0	OG0004316.0	OG0014066.4	OG0009104.4	OG0001217.1	OG0000002.1788
-1.488026018218199	-0.4353779475630195	-1.322649622804822	-1.1465631811119334	0.19421315631120725	-0.8517817278458553	-0.9853590531182468	-0.6610907271910786	-2.0954195650786827	-1.4004917640810646	0.15328652099086262	-0.17869796011047026	-1.7485535684414182	-0.027086823481222204	-2.1328942704973457	-0.3402580727822305	-1.9094175236375577	-1.2399068255418602	0.2893623404769398
OG0000005.318	OG0000307.20	OG0003875.2	OG0000575.28	OG0000018.289	OG0000001.425	OG0001812.2	OG0000350.8	OG0000987.19	OG0008518.2	OG0000779.1	OG0004960.0	OG0005933.6	OG0016949.0	OG0005150.0	OG0004819.4	OG0012105.0	OG0006461.4	OG0000382.10
-1.488026018218199	-0.13336891930599895	-1.8401125212694995	-0.6810758359699232	-0.18885782633069192	0.661840791305371	-1.4100448054815682	-0.40144422667648927	-0.02958805461052695	-0.6359879464413853	-1.3284348738289469	-0.0027437279454271078	-1.2810356642404614	-0.3070372472270814	-0.2149098450052418	-0.97171375692089	-1.7968615028091515	-1.6579004351672157	-2.24947924481767
OG0004386.2	OG0004725.0	OG0001265.24	OG0002399.4	OG0004977.0	OG0000010.64	OG0000002.1788	OG0000183.0	OG0000661.3	OG0000200.0	OG0000349.0	OG0002270.30	OG0003172.0	OG0006775.18	OG0014622.2	OG0003820.20	OG0008561.0	OG0005460.0	OG0000239.0
-1.1837689496578923	-0.5172549546174271	-1.541198058410986	-0.43791635730384093	-0.4291485165770805	-0.09403302480772001	0.2893623404769398	-0.002310160687201116	-0.21675290262188346	-0.1934697107404345	-0.4111954329844497	-0.27369190923451486	-0.8018830708475446	-1.801380126780785	-1.054392296818628	-1.038598926835721	0.981925699290662	-1.7065117976244923	-0.4494932990471394
OG0000044.1	OG0006305.0	OG0004811.0	OG0006118.4	OG0000109.0	OG0002729.16	OG0000090.24	OG0001664.2	OG0006982.0	OG0000009.921	OG0003837.0	OG0000269.0	OG0000504.24	OG0005086.0	OG0004444.0	OG0005115.3	OG0001667.0	OG0007404.0	OG0000245.24
-0.6009930135276029	-1.4246876693125632	-1.0391917746110202	-1.0089725529993394	-0.30953820508128127	-1.4134994447185751	0.15328652099086262	0.7975110886849958	-1.298317879704717	-0.07263446472662155	-1.4204336398397874	-0.5409881355236181	-0.9719967215272475	-2.175272872767897	-0.38364230300330965	-0.21240037308900625	-0.4741315765598182	-1.4715286981171078	-0.6384562020321349
OG0000483.0	OG0002857.4	OG0007208.0	OG0004721.2	OG0000099.0	OG0000090.24	OG0007401.0	OG0000556.30	OG0000200.0	OG0008533.3	OG0000805.29	OG0000188.1	OG0000841.0	OG0001368.24	OG0011344.2	OG0004771.0	OG0004998.0	OG0005879.0	OG0000011.1
-0.9683225035492398	-0.925768605814208	-1.8677522017015604	-2.424300420607812	0.19421315631120725	0.15328652099086262	-0.9867878885731491	-0.9793733494100422	-0.1934697107404345	-1.4892405784478304	-0.6716230659673341	-0.09449505685038438	-0.7086321957146922	-0.9928044985957962	-2.0005771934627457	-0.34960305333021074	-1.2072279224818812	-1.7379277116015897	0.5140970048942337
OG0000015.1	OG0005394.0	OG0000406.0	OG0004723.0	OG0008998.4	OG0002862.0	OG0002860.1	OG0001528.16	OG0004010.24	OG0000006.1	OG0006491.0	OG0011205.4	OG0000990.0	OG0001776.0	OG0000228.54	OG0000112.0	OG0000142.14	OG0000039.0	OG0000377.148
0.7040751643766956	-0.596623193312918	-0.7776900207356844	-1.7336032269754467	-2.255666652618641	-1.7612131404128835	-1.4065984188743528	-0.10780328953451503	-2.3503385593573003	-0.6531281860557505	-1.806922178453633	-1.5454029434654504	-0.5141610331209452	-0.923304098169617	-0.48964565918638664	-0.1919857109104024	-0.09557370739849257	-0.03637791489059239	-1.0424567992428948
OG0001115.24	OG0003521.2	OG0000632.24	OG0003890.6	OG0000139.0	OG0006725.0	OG0000056.0	OG0010506.0	OG0009980.2	OG0000090.24	OG0000200.0	OG0006877.0	OG0000034.305	OG0003625.28	OG0000035.64	OG0002939.24	OG0001707.6	OG0003606.1	OG0003620.0
-0.7590140959752614	-1.4250750219906556	-0.9072513144604762	-0.664288089679538	-0.6077925010310296	-1.6556259667142674	0.25229454120183664	-0.7086321957146922	-2.1610079067062595	0.15328652099086262	-0.1934697107404345	-2.8900377466011817	-0.6588112275212595	-1.2768346565424147	0.0001442622910945383	-1.3415371388258908	-0.23514432874529573	-1.6938544406912261	-0.8860328535669978
